	Var1	Freq
1	272	1
2	273	1
3	292	11
4	293	86
5	357	1
6	369	2
7	376	1
8	398	1
9	419	64
10	434	195
11	435	2415
12	436	601
13	437	718
14	438	854
15	439	60
16	440	117
17	441	241
18	442	61
19	443	33
20	444	172
21	452	1
22	453	26
23	454	19
24	455	1295
25	456	73
26	459	81
27	460	634
28	461	201
