ASV_ID	SRR23096793	SRR23096794	SRR23096795	SRR23096796	SRR23096797	SRR23096798	SRR23096799	SRR23096800	SRR23096801	SRR23096802	SRR23096803	SRR23096804	SRR23096805	SRR23096806	SRR23096807	SRR23096808	SRR23096809	SRR23096810	SRR23096811	SRR23096812	SRR23096813	SRR23096814	SRR23096815	SRR23096816	SRR23096817	SRR23096818	SRR23096819	SRR23096820	SRR23096821	SRR23096822	SRR23096823	SRR23096824	SRR23096825	SRR23096826	SRR23096827	SRR23096828	SRR23096829	SRR23096830	SRR23096831	SRR23096832	SRR23096833	SRR23096834	SRR23096835	SRR23096836	SRR23096837	SRR23096838	SRR23096839	SRR23096840	SRR23096841	SRR23096842	SRR23096843	SRR23096844	SRR23096845	SRR23096846	SRR23096847	SRR23096848	SRR23096849	SRR23096850	SRR23096851	SRR23096852	SRR23096853	SRR23096854	SRR23096855	SRR23096856	SRR23096857	SRR23096858	SRR23096859	SRR23096860	SRR23096861	SRR23096862	SRR23096863	SRR23096864	SRR23096865	SRR23096866	SRR23096867	SRR23096868	SRR23096869	SRR23096870	SRR23096871	SRR23096872	SRR23096873	SRR23096874	SRR23096875	SRR23096876	SRR23096877	SRR23096878	SRR23096879	SRR23096880	SRR23096881	SRR23096882	SRR23096883	SRR23096884	SRR23096885	SRR23096886	SRR23096887	SRR23096888	SRR23096889	SRR23096890	SRR23096891
ASV_790	0	0	0	0	0	6	0	8	8	8	0	2	19	2	0	5	0	17	9	14	17	13	0	12	0	40	22	5	15	0	21	30	12	5	9	8	13	25	12	5	0	4	37	0	21	7	9	13	0	0	7	0	25	11	5	0	0	6	3	24	33	22	37	6	0	30	0	18	21	12	5	0	38	20	27	0	7	0	10	10	8	8	0	0	0	7	19	15	25	48	23	35	21	0	5	3	12	14	4
ASV_791	8	0	0	0	0	0	0	0	0	6	8	25	0	0	0	0	12	0	0	12	12	9	0	0	8	13	8	38	10	0	52	0	14	39	0	0	18	3	7	8	0	0	18	0	0	0	6	7	7	8	14	0	0	0	0	0	13	14	0	26	79	34	15	0	0	15	0	0	0	0	10	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	20	0	191	80	98	0	0	0	68	0	21	6	6
ASV_792	41	57	0	0	0	0	0	0	0	0	0	0	11	103	0	0	0	0	0	93	0	0	0	0	0	0	0	15	28	3	13	34	0	0	0	0	0	0	0	24	2	39	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	21	25	0	0	0	0	0	0	0	0	124	14	0	0	0	4	0	0	43	0	0	0	0	0	0	72	0	18	0	0	0	0	151	66	0	0	0	0	6
ASV_793	5	0	0	0	0	17	0	0	7	14	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	38	0	84	23	74	0	0	0	0	0	0	0	0	0	6	110	6	24	0	0	0	0	0	0	146	0	16	0	0	4	0	0	0	0	0	0	0	0	0	60	0	0	16	0	9	0	18	0	0	0	82	52	0	0	0	7	0	0	137	0	0	0	39	11	0	42	0	0	0	0	0	0	0	0
ASV_794	70	0	0	0	0	44	14	50	24	12	43	0	0	0	0	6	26	8	41	0	0	0	0	0	25	5	40	0	0	0	0	0	0	0	10	0	23	20	0	6	0	8	0	54	0	6	0	0	10	0	31	18	30	7	21	14	9	5	19	6	8	29	0	0	0	55	0	0	38	7	0	12	0	0	19	0	0	0	0	31	0	0	55	0	0	0	36	0	0	0	5	0	0	0	0	0	0	35	36
ASV_795	13	18	15	24	31	15	4	8	11	7	12	8	0	16	8	8	4	9	15	12	14	6	4	20	8	31	8	12	10	0	16	0	9	0	6	0	26	23	3	14	0	0	15	4	5	5	21	25	6	0	22	9	21	7	0	9	8	15	0	26	18	7	26	17	0	1	20	8	15	42	7	0	0	0	27	0	5	0	8	11	4	0	0	0	0	11	11	0	16	25	21	17	26	23	8	13	6	13	18
ASV_796	0	0	27	12	0	0	9	0	0	9	0	0	0	16	13	0	0	0	0	0	0	0	27	0	0	9	35	21	0	16	6	0	0	0	47	0	0	0	72	10	19	14	0	18	21	30	0	0	0	0	17	87	0	0	0	22	13	30	19	0	19	0	0	0	0	0	0	0	0	41	10	29	19	26	0	4	26	0	0	0	0	52	0	0	0	62	0	46	5	75	11	0	0	0	0	8	13	0	0
ASV_797	69	0	0	0	0	0	0	0	91	0	6	0	0	20	0	9	25	0	0	0	6	0	0	13	0	0	0	0	0	0	9	0	0	0	22	0	0	0	14	23	0	63	0	0	0	0	14	4	0	0	7	0	12	13	4	13	4	98	0	15	18	79	9	23	0	28	67	0	19	0	7	36	17	0	0	0	0	16	31	0	11	0	0	0	0	0	0	0	8	8	0	31	50	11	13	10	9	0	9
ASV_798	45	0	0	0	0	51	23	57	22	19	36	0	0	0	0	6	14	0	47	0	0	0	0	0	25	8	44	0	0	0	0	0	0	0	7	0	29	22	0	0	0	8	0	36	0	6	0	0	6	0	19	15	31	14	20	25	7	9	24	10	15	7	0	0	0	50	0	0	29	5	34	8	0	0	30	0	0	0	0	29	0	0	83	0	0	0	22	0	0	0	7	0	0	0	0	0	0	35	25
ASV_799	15	0	0	0	57	0	7	0	27	8	5	0	0	11	0	0	10	8	4	16	0	10	0	8	0	40	12	28	74	0	22	0	11	11	8	4	10	15	0	6	0	24	9	0	26	37	28	25	12	0	17	11	20	0	5	7	12	12	0	8	0	0	12	0	0	0	2	36	38	25	7	30	5	11	9	0	12	0	0	0	27	14	0	0	0	13	10	16	22	20	32	0	0	0	3	7	6	12	15
ASV_800	0	0	0	0	0	0	0	0	94	0	6	0	8	18	5	15	29	0	45	0	5	0	0	15	0	10	8	0	55	0	13	0	0	0	0	0	0	4	12	17	0	73	0	0	0	7	19	6	4	0	6	0	19	8	11	15	0	0	0	19	18	80	6	22	0	33	0	0	11	90	10	0	15	0	0	0	0	19	23	0	11	0	0	0	0	0	0	0	0	17	0	25	58	17	15	20	6	0	22
ASV_801	13	0	0	0	0	13	0	0	20	22	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	27	0	82	17	95	0	0	0	0	0	0	0	0	0	6	116	4	0	0	0	0	0	0	0	153	0	13	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	22	0	20	0	22	0	0	0	66	61	0	0	0	10	0	0	141	0	0	0	18	11	0	24	0	0	0	0	0	0	0	0
ASV_802	0	6	0	0	0	0	0	0	8	6	0	12	0	0	0	0	0	0	25	57	0	0	2	0	8	0	10	0	0	17	0	103	13	0	12	8	0	0	7	43	0	25	4	0	11	2	0	0	5	0	27	41	10	9	0	30	22	25	16	33	0	5	14	0	41	0	29	27	45	5	0	0	23	0	26	15	0	0	17	0	8	106	0	0	0	0	0	19	4	0	16	0	0	0	0	0	0	12	53
ASV_803	0	0	26	0	0	0	0	44	0	0	6	0	0	0	0	5	4	13	21	0	13	0	0	21	0	0	0	6	27	0	0	0	11	17	0	0	0	0	37	0	5	16	0	0	16	9	0	0	0	43	0	30	8	0	0	13	14	28	32	0	0	0	23	12	0	82	0	0	0	0	0	0	0	0	0	28	0	0	0	12	41	15	0	96	0	31	11	41	31	18	13	0	11	50	16	22	13	17	14
ASV_804	16	22	0	0	0	40	25	36	12	20	30	0	0	0	0	0	10	0	24	0	0	0	0	0	22	21	70	0	0	0	0	0	0	0	19	0	19	19	0	0	0	7	0	64	0	11	0	0	11	0	20	30	46	9	28	9	0	0	8	5	8	3	0	0	0	26	0	0	21	9	0	8	0	0	61	0	0	0	0	57	0	0	130	0	0	0	19	0	0	0	21	0	0	0	0	0	0	26	18
ASV_805	29	62	0	0	0	0	0	0	0	0	0	0	27	107	0	0	0	0	0	86	0	0	0	0	0	0	0	26	39	0	15	36	0	0	0	0	0	0	0	17	11	37	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	55	15	21	0	0	0	0	0	0	0	0	105	27	0	0	0	0	0	0	26	0	0	0	0	0	0	70	0	28	0	0	0	0	138	55	0	0	0	0	3
ASV_806	19	0	0	0	0	0	4	14	5	5	10	0	10	14	0	0	6	12	8	19	42	3	0	0	0	11	12	32	29	0	19	11	12	32	4	8	21	21	0	21	0	6	20	0	9	8	10	21	7	0	13	10	6	6	8	19	15	19	12	0	0	0	0	0	0	0	35	7	69	12	19	0	0	0	0	0	15	0	0	0	17	18	0	0	0	0	21	6	45	22	38	0	0	0	23	38	31	28	19
ASV_807	0	12	0	0	0	0	0	0	8	11	0	21	0	0	0	0	0	0	41	43	0	0	7	0	7	0	11	0	0	0	0	110	24	0	15	20	0	0	4	51	0	11	9	0	0	6	0	0	5	0	33	27	12	3	0	19	17	11	11	18	0	12	8	0	44	0	18	31	32	5	0	0	17	0	25	17	0	0	4	0	4	203	0	0	0	0	0	27	0	0	14	0	0	0	0	0	0	0	28
ASV_808	0	0	65	37	68	0	0	0	0	30	46	32	0	0	0	0	0	0	0	0	43	0	25	0	8	0	0	25	32	0	18	19	0	0	0	0	55	18	0	0	0	0	54	0	8	0	0	0	55	0	54	0	24	15	24	20	54	20	0	62	21	42	0	0	0	0	0	0	0	0	0	0	18	55	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_809	0	0	0	0	0	0	0	0	0	16	0	26	0	0	0	0	10	0	0	14	7	12	0	0	9	8	5	0	14	0	64	0	8	31	0	0	23	6	12	10	0	0	12	0	0	0	5	5	9	0	4	0	0	0	0	0	18	0	0	33	87	28	13	8	0	15	0	0	0	0	15	0	0	0	0	0	7	0	0	0	12	0	0	57	0	0	15	0	195	77	87	0	0	0	52	0	11	8	7
ASV_810	0	0	52	48	85	0	0	0	0	26	35	26	0	0	0	0	0	0	0	0	32	0	16	0	2	0	0	9	30	0	25	9	0	0	0	0	45	16	0	0	0	0	46	0	6	2	0	0	45	0	48	0	28	16	22	39	86	49	0	76	27	25	0	0	0	0	0	0	0	0	0	0	6	69	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_811	6	10	0	0	7	0	0	0	41	14	0	0	0	10	37	30	4	0	26	27	0	12	0	0	0	0	5	21	23	0	12	0	24	0	6	26	15	0	26	29	0	0	20	0	5	0	17	11	50	0	23	0	4	3	3	3	33	13	10	7	0	0	4	4	65	9	6	29	17	6	57	11	0	42	20	0	7	12	42	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	12	4	9	7	10
ASV_812	0	0	100	134	63	72	8	25	0	0	0	0	0	6	45	10	0	0	11	7	0	0	32	0	83	0	10	0	0	0	0	0	2	51	0	0	0	0	0	0	0	0	0	28	0	0	16	75	0	0	0	7	0	0	0	0	0	0	16	11	4	18	0	0	0	0	0	0	0	0	15	0	0	0	22	0	0	0	0	15	7	9	0	0	0	0	26	0	0	0	0	0	0	0	20	15	50	39	0
ASV_813	15	50	0	0	21	6	0	0	0	0	21	9	2	0	0	31	0	0	6	9	0	64	0	0	0	3	6	0	66	0	0	0	0	6	13	5	49	9	7	21	0	0	9	3	12	0	87	0	66	0	30	16	14	8	6	0	21	15	11	26	0	0	5	4	0	0	8	17	0	31	12	13	0	13	31	0	0	1	26	0	0	15	0	0	0	3	62	0	0	0	9	0	0	0	6	12	17	8	14
ASV_814	0	0	14	13	0	0	16	0	0	13	0	0	0	6	14	0	51	0	0	0	0	0	23	0	0	12	13	19	0	9	8	0	0	0	0	0	0	0	54	22	28	11	0	18	18	22	0	34	0	0	12	58	38	51	0	10	9	28	20	0	19	0	0	0	0	0	0	0	0	0	16	0	18	30	0	7	21	0	0	0	0	0	0	0	0	89	0	68	10	90	13	0	0	0	0	6	18	0	0
ASV_815	26	54	0	0	0	0	38	0	0	0	0	0	10	93	0	0	0	0	0	80	0	0	0	0	0	0	0	18	32	3	27	39	0	0	0	0	0	0	0	19	0	44	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	19	0	0	0	0	0	0	0	0	95	22	0	0	0	14	0	0	27	0	0	0	0	0	0	79	0	20	0	0	0	0	145	71	0	0	0	0	8
ASV_816	33	52	0	0	0	0	0	0	0	0	0	0	10	83	0	0	0	0	0	107	0	0	0	0	0	0	0	15	31	2	18	35	0	0	0	0	0	0	0	15	3	46	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	62	11	24	0	0	0	0	0	0	0	0	122	23	0	0	0	0	0	0	39	0	0	0	0	0	0	41	0	28	0	0	0	0	143	68	0	0	0	0	10
ASV_817	6	14	0	0	0	12	35	29	8	22	23	0	13	10	10	20	6	17	6	29	0	0	0	7	6	1	0	18	21	0	9	10	13	8	5	8	13	17	7	14	0	8	0	0	11	0	11	9	4	0	12	9	16	6	0	25	0	0	0	25	23	9	65	11	0	50	27	9	14	15	15	6	13	11	32	0	0	0	0	37	20	8	0	0	0	2	13	7	18	16	12	0	0	0	14	6	17	19	2
ASV_818	0	0	50	35	69	0	0	0	0	37	33	27	0	0	0	0	0	0	0	0	48	0	16	0	9	0	0	28	21	0	29	23	4	0	0	0	79	18	0	0	0	0	67	0	8	0	0	0	55	0	65	0	23	15	27	15	34	21	0	57	15	26	0	0	0	0	0	0	0	0	0	0	12	64	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_819	11	0	0	0	0	0	13	17	13	11	14	0	5	9	0	0	10	7	6	18	73	12	37	0	0	18	12	18	20	0	10	5	13	64	2	18	31	11	0	16	0	12	27	0	4	3	15	23	6	0	8	0	10	0	9	5	9	9	4	0	0	0	0	0	0	0	17	10	46	6	9	0	0	0	0	0	25	0	0	0	11	30	0	0	0	13	24	5	47	29	47	0	0	0	16	31	13	14	8
ASV_820	53	26	0	0	16	0	0	27	6	17	0	0	0	0	0	6	16	21	20	26	7	0	29	2	19	9	40	14	8	0	16	23	8	0	8	0	14	14	16	13	0	10	0	0	10	9	0	0	7	0	0	16	19	0	0	0	26	36	0	17	9	10	23	14	0	0	9	0	10	10	8	11	8	32	0	0	11	0	8	8	29	10	26	0	0	5	0	34	10	10	12	19	0	44	9	14	0	8	13
ASV_821	0	5	0	0	0	0	0	0	8	12	0	18	0	0	0	0	0	0	37	47	0	0	8	0	8	0	14	0	0	0	0	84	17	0	11	10	0	0	10	32	0	18	9	0	30	7	0	0	9	0	34	46	4	6	0	26	20	23	22	35	0	17	4	0	47	0	19	29	48	7	0	0	15	0	23	7	0	0	15	0	12	121	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	5	38
ASV_822	0	0	26	0	0	0	0	50	0	0	8	0	0	0	0	20	2	15	19	0	14	0	0	24	0	0	0	8	0	6	0	0	6	20	0	0	0	0	26	0	8	7	0	0	9	13	0	0	0	23	0	21	7	0	0	11	2	17	33	0	0	0	27	24	0	137	0	0	0	0	0	0	0	0	0	37	0	0	0	10	33	0	0	120	0	31	13	25	32	11	10	0	4	39	11	20	19	29	9
ASV_823	0	33	0	11	21	0	0	13	7	18	0	0	0	0	0	6	9	25	32	28	10	0	27	10	15	13	42	11	11	24	4	0	11	0	6	0	15	16	9	12	0	18	22	0	6	10	0	0	7	65	0	10	0	0	0	0	26	11	0	27	3	8	19	12	0	0	16	0	11	12	4	13	6	28	0	0	15	0	8	4	36	8	52	0	0	0	0	0	12	7	8	9	0	63	5	11	0	4	19
ASV_824	16	49	0	0	0	7	0	6	0	0	25	0	0	0	0	34	0	0	11	12	0	69	0	0	41	4	28	0	0	0	27	0	0	0	34	11	45	5	7	19	0	0	0	6	13	38	69	0	71	0	49	0	13	0	10	4	27	22	17	28	0	0	15	8	0	0	14	25	0	37	0	5	11	23	26	0	0	7	18	0	0	3	0	0	0	6	0	0	0	0	5	0	0	0	7	0	0	2	4
ASV_825	8	0	0	0	51	0	0	22	21	17	6	0	0	6	0	0	8	19	4	3	0	7	0	0	0	47	11	26	81	0	28	0	28	25	0	5	17	9	0	0	0	26	18	0	19	27	31	47	8	0	18	2	17	0	7	0	5	0	0	2	0	0	0	0	0	0	5	16	27	11	7	16	5	24	24	0	19	0	0	0	30	22	0	0	0	21	8	7	36	17	25	0	0	0	11	8	7	0	11
ASV_826	0	0	0	0	0	3	0	10	0	16	0	13	20	63	0	7	4	96	0	9	0	0	100	0	0	67	20	16	8	0	0	0	0	0	0	0	0	58	0	28	0	20	0	50	42	7	0	5	0	0	0	0	5	0	0	52	0	4	28	0	0	0	16	0	0	0	11	75	10	0	10	0	24	0	0	0	12	0	14	0	0	0	0	0	0	0	9	0	0	11	0	61	0	0	0	0	27	0	0
ASV_827	32	0	0	0	0	43	13	42	11	20	29	0	0	0	0	11	20	5	40	0	0	0	0	0	33	10	44	0	0	0	0	0	0	0	18	0	17	20	0	0	0	7	0	53	0	2	0	0	11	0	30	14	34	16	19	10	3	9	8	3	5	6	0	0	0	30	0	0	25	8	0	11	0	0	54	0	0	0	0	43	0	0	151	0	0	0	19	0	0	0	6	0	0	0	0	0	0	29	15
ASV_828	31	39	0	0	0	0	0	0	0	0	0	0	13	86	0	0	0	0	0	106	0	0	0	0	0	0	0	18	28	3	12	31	0	0	0	0	0	0	0	12	8	50	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	16	21	0	0	0	0	0	0	0	0	115	30	0	0	0	0	0	0	30	0	0	0	0	0	0	81	0	18	0	0	0	0	144	64	0	0	0	0	10
ASV_829	23	0	0	0	0	16	0	0	18	11	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	33	0	58	22	98	0	0	0	0	0	0	0	0	0	2	119	2	0	0	0	0	0	0	0	138	0	14	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	11	0	10	0	12	0	0	0	83	44	0	0	0	7	0	0	157	0	0	0	14	20	0	16	0	0	0	0	0	0	0	0
ASV_830	0	4	14	0	13	7	10	0	29	0	0	0	0	14	33	23	0	0	24	31	2	7	0	0	0	7	6	27	29	0	11	0	7	4	6	32	16	0	13	16	0	0	16	0	8	0	25	8	63	0	23	0	6	5	6	3	29	16	9	13	0	0	0	3	35	10	16	21	12	15	62	13	6	49	20	0	0	5	46	0	0	0	0	0	0	39	0	0	0	0	0	0	0	4	8	5	13	10	19
ASV_831	20	0	0	0	0	34	22	46	16	15	31	0	0	0	0	0	14	6	36	0	0	0	0	0	30	11	55	0	0	0	0	0	0	0	17	0	23	37	0	0	0	7	0	57	0	4	0	0	10	0	22	11	35	18	26	5	0	0	14	3	12	7	0	0	0	29	0	0	25	8	0	5	0	0	46	0	0	0	0	50	0	0	155	0	0	0	17	0	0	0	9	0	0	0	0	0	0	20	16
ASV_832	0	0	0	0	0	0	0	0	0	6	7	28	0	0	0	0	20	0	0	14	11	14	0	0	8	5	4	7	15	0	56	0	9	25	0	0	18	3	20	10	0	0	15	0	0	0	1	12	16	9	10	0	0	0	0	0	14	9	12	32	62	27	13	0	0	14	0	0	0	0	14	0	0	0	0	0	11	0	0	0	9	0	0	0	0	0	28	0	168	85	92	0	0	0	73	0	8	10	0
ASV_833	0	0	21	8	0	0	11	0	0	3	0	0	0	18	11	0	0	0	0	0	0	0	30	0	0	12	17	31	0	11	6	0	0	0	0	0	0	0	45	25	20	16	0	11	14	40	0	0	35	0	10	60	0	0	0	12	13	34	19	0	9	0	0	0	0	0	0	0	0	15	13	0	21	20	0	17	22	0	0	0	23	0	23	0	0	80	0	62	11	101	12	0	0	0	35	6	20	0	0
ASV_834	0	14	0	0	14	0	0	21	5	19	0	0	0	0	0	0	5	29	36	12	6	0	32	2	20	10	29	12	10	0	7	25	14	11	13	83	8	16	11	14	0	6	0	0	5	7	0	0	10	0	0	6	0	0	0	0	7	14	0	18	6	9	27	8	0	0	4	0	9	12	12	0	9	42	0	0	20	0	8	8	32	11	92	0	0	10	0	0	10	4	5	12	0	71	11	11	0	17	10
ASV_835	13	0	0	0	0	0	10	12	8	12	16	0	17	17	0	0	8	0	13	11	45	5	0	0	8	10	24	13	20	0	19	10	12	35	7	8	16	24	0	18	0	12	47	0	9	11	14	8	5	0	20	5	9	0	9	6	18	22	10	0	0	0	0	0	0	0	37	11	53	9	23	0	0	0	0	0	15	0	0	0	8	13	0	0	0	0	16	8	38	23	42	0	0	0	24	33	14	21	13
ASV_836	3	15	0	0	0	9	32	21	4	10	15	0	11	9	12	23	12	19	5	24	0	0	0	6	11	10	0	10	27	0	12	8	12	17	5	19	9	18	7	9	0	8	0	0	6	0	15	13	4	0	15	15	14	12	0	23	0	0	0	17	28	8	55	9	0	34	12	10	12	12	9	14	10	9	39	0	0	0	0	47	13	9	0	0	0	12	14	5	18	14	18	0	0	0	11	5	21	14	9
ASV_837	0	0	0	0	0	0	18	9	0	10	0	6	6	57	0	22	11	83	0	9	0	0	40	10	0	18	10	12	1	0	0	0	0	0	0	0	0	41	0	27	0	12	0	40	59	6	0	11	0	0	0	0	1	0	0	126	0	8	43	0	0	0	27	0	0	0	15	89	13	0	13	0	20	0	0	40	7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	63	0	0	0	0	19	0	0
ASV_838	21	39	0	0	0	2	0	33	53	0	13	25	2	0	0	22	0	0	15	12	0	63	0	0	0	7	16	0	0	0	0	0	0	0	25	10	54	9	15	28	0	0	4	16	21	0	78	0	73	0	30	7	23	0	5	0	15	12	13	22	0	0	15	7	0	0	8	23	0	33	0	9	23	26	25	0	0	3	27	0	0	6	0	0	0	3	0	0	0	0	5	0	0	0	5	0	0	6	8
ASV_839	0	0	19	7	0	8	0	14	0	8	0	0	0	8	12	0	0	3	12	0	0	13	9	0	0	12	0	0	0	6	13	42	0	0	4	0	0	5	31	22	9	22	0	0	9	42	0	0	0	13	13	20	0	66	0	0	1	8	0	0	39	12	9	0	246	0	0	12	0	0	1	6	8	17	11	15	45	0	9	0	0	10	0	14	0	10	0	42	0	22	15	0	0	7	0	0	11	0	0
ASV_840	0	0	0	0	0	0	17	0	0	22	0	0	0	0	0	0	0	12	25	0	28	28	0	18	0	5	0	13	0	8	11	35	0	0	0	0	0	23	0	29	17	34	0	0	4	20	0	0	0	65	35	14	0	0	0	29	40	69	0	0	0	0	32	0	116	0	36	5	0	18	0	5	0	0	0	20	0	0	0	0	0	0	0	47	0	8	0	7	0	17	8	0	0	0	30	33	29	0	0
ASV_841	0	0	0	0	0	0	0	0	92	0	4	0	0	18	10	12	25	0	51	0	19	0	0	15	0	10	7	0	0	0	14	0	0	0	0	0	0	12	5	16	0	72	0	0	55	7	17	4	6	0	11	0	24	12	7	11	0	0	0	18	19	91	5	4	0	26	0	0	2	0	10	0	14	0	0	0	0	8	15	0	15	0	0	0	38	27	0	0	0	13	0	41	45	21	19	26	8	0	11
ASV_842	0	27	0	20	20	0	0	15	13	11	6	0	0	0	0	5	13	30	23	16	15	0	26	15	17	10	40	7	13	0	9	0	3	3	1	0	11	19	17	13	0	13	0	0	13	6	21	0	6	0	0	9	0	0	0	0	18	26	0	23	7	12	28	22	0	0	6	18	14	9	6	9	14	34	0	0	0	0	8	6	19	8	45	0	0	0	0	0	13	10	6	18	9	61	16	11	30	7	10
ASV_843	14	13	0	5	5	0	71	16	0	5	7	0	0	11	0	14	0	0	0	12	3	0	6	24	22	8	0	7	11	0	5	14	7	5	15	0	3	0	21	0	0	0	4	0	5	16	8	21	7	0	8	8	22	20	19	27	11	4	11	44	29	39	0	0	0	0	0	0	0	6	6	17	15	0	0	42	7	3	14	16	9	0	0	0	0	0	15	8	2	0	0	22	38	10	46	48	34	15	6
ASV_844	0	0	19	0	0	0	15	45	15	6	9	0	0	0	0	0	0	15	18	0	17	0	0	10	0	0	0	4	0	0	0	0	23	38	0	0	0	0	34	0	6	7	0	0	3	9	0	0	0	35	0	19	2	0	0	5	3	20	15	0	0	0	17	16	0	84	0	0	0	0	0	0	22	23	0	53	0	0	0	23	31	5	0	86	0	22	13	54	27	8	0	0	4	42	6	27	18	26	7
ASV_845	47	50	0	0	0	0	0	0	0	0	0	0	14	91	0	0	0	0	0	86	0	0	0	0	0	0	0	7	17	5	14	39	0	0	0	0	0	0	0	29	3	32	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	43	15	20	0	0	0	0	0	0	0	0	122	26	0	0	0	5	0	0	35	0	0	0	0	0	0	55	0	25	0	0	0	0	143	53	0	0	0	0	10
ASV_846	19	0	0	0	0	0	11	16	10	10	12	0	7	16	0	0	12	14	15	18	33	0	0	0	0	14	14	13	19	0	13	4	11	29	1	7	14	12	0	24	0	11	24	0	15	6	13	11	7	24	13	8	5	4	8	21	4	31	12	0	0	0	0	0	0	0	28	4	63	13	17	0	0	0	0	0	21	0	0	0	10	16	0	0	0	0	29	5	44	20	48	0	0	0	23	25	19	20	14
ASV_847	20	52	0	0	0	11	0	0	0	0	18	0	0	0	0	32	0	0	17	5	0	68	0	0	0	8	23	0	0	0	12	0	6	20	31	9	33	12	20	20	0	0	0	5	11	0	82	0	38	0	28	0	13	0	10	3	27	19	13	41	0	31	12	8	0	0	16	21	0	27	0	5	0	24	48	0	0	5	27	0	0	1	0	0	0	8	0	0	0	0	5	0	0	0	8	18	10	7	14
ASV_848	12	0	0	0	0	0	0	0	0	3	6	17	0	0	0	0	9	0	0	10	8	11	0	0	6	12	0	0	10	0	52	0	5	20	0	0	20	5	19	10	0	0	16	0	0	0	13	2	10	13	6	21	0	0	0	0	14	7	26	35	82	42	18	0	0	15	0	0	0	0	9	0	0	0	0	0	8	0	53	0	11	0	0	0	0	0	10	0	123	62	79	0	0	0	67	0	10	9	6
ASV_849	5	24	6	0	0	14	0	0	18	0	0	0	9	5	27	21	14	20	33	42	14	12	0	16	0	12	0	0	0	0	0	25	0	8	21	36	10	12	62	0	0	0	6	14	0	0	69	5	30	0	7	8	23	8	16	0	15	9	9	24	0	17	7	3	0	14	15	21	5	16	11	9	6	19	3	0	6	0	19	14	9	0	0	0	0	11	0	0	0	8	11	0	17	0	0	24	8	7	13
ASV_850	0	16	0	0	20	0	29	15	12	11	4	0	0	0	0	9	15	18	26	17	6	0	40	11	24	11	36	4	12	0	9	0	5	7	7	0	19	13	15	21	0	7	0	0	4	11	12	0	8	0	29	10	0	0	0	0	14	17	0	21	13	8	35	19	0	0	12	0	12	5	7	6	12	29	27	0	0	0	6	3	28	18	42	0	0	10	0	0	13	9	6	16	11	57	11	5	0	6	11
ASV_851	33	56	0	0	0	0	18	0	0	0	0	0	8	75	0	0	0	0	0	96	0	0	0	0	0	0	0	19	20	8	21	25	0	0	0	0	0	0	0	7	7	55	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	57	13	30	0	0	0	0	0	0	0	0	109	18	0	0	0	0	0	0	44	0	0	0	0	0	0	61	0	10	0	0	0	0	124	50	0	0	0	0	12
ASV_852	0	0	4	15	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	11	0	0	0	22	0	0	79	38	0	0	11	0	0	34	0	9	0	16	0	124	18	83	1	34	0	2	20	18	0	0	0	13	0	0	59	0	74	0	0	0	0	0	0	14	0	0	29	0	90	35	0	0	0	0	0	0	0	0	0	5	0	25	24	3	0	0	0	0	0	0	0	0	0	0	0
ASV_853	43	0	0	0	0	48	31	53	19	13	33	0	0	0	0	14	14	2	35	0	0	0	0	0	26	8	45	0	0	0	0	0	0	0	13	0	17	24	0	0	0	3	0	39	0	6	0	0	11	0	26	15	40	8	19	19	11	10	14	7	12	11	0	0	0	51	0	0	37	3	0	10	0	0	25	0	0	0	0	24	0	0	65	0	0	0	25	0	0	0	5	0	0	0	0	0	0	41	23
ASV_854	29	36	0	0	0	0	0	0	0	0	0	0	11	96	0	0	0	0	0	82	0	0	0	0	0	0	0	21	34	10	16	29	0	0	0	0	0	0	0	26	9	45	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	22	0	0	0	0	0	0	0	0	115	17	0	0	0	0	0	0	33	0	0	0	0	0	0	65	0	17	0	0	0	0	126	53	0	0	0	0	7
