	Var1	Freq
1	401	4
2	402	12
3	403	142
4	404	386
5	405	220
6	406	219
7	407	702
8	408	353
9	409	240
10	410	74
11	411	11
12	413	4
13	416	2
14	417	1
15	418	12
16	419	5
17	420	9
18	421	21
19	422	31
20	423	368
21	424	2613
22	425	186
23	426	27
24	427	14
25	428	632
26	429	2886
27	430	461
28	431	50
