	reads.in	reads.out
SRR19937961.fastq.gz	77176	62782
SRR19937962.fastq.gz	76712	44801
SRR19937963.fastq.gz	110501	74339
SRR19937964.fastq.gz	61292	41979
SRR19937965.fastq.gz	84451	68688
SRR19937966.fastq.gz	138998	72127
SRR19937967.fastq.gz	71704	58731
SRR19937968.fastq.gz	96214	76949
SRR19937969.fastq.gz	113681	90591
SRR19937970.fastq.gz	33884	22739
SRR19937971.fastq.gz	81610	66968
SRR19937972.fastq.gz	125666	102498
SRR19937973.fastq.gz	83673	69244
SRR19937974.fastq.gz	51063	42083
SRR19937975.fastq.gz	67008	56661
SRR19937976.fastq.gz	47920	38540
SRR19937977.fastq.gz	84564	71417
SRR19937978.fastq.gz	69180	48600
SRR19937979.fastq.gz	60993	51047
SRR19937980.fastq.gz	85145	69765
SRR19937981.fastq.gz	75767	43883
SRR19937982.fastq.gz	91481	74171
SRR19937983.fastq.gz	28056	23230
SRR19937984.fastq.gz	88697	75218
SRR19937985.fastq.gz	40151	29622
SRR19937986.fastq.gz	99496	57535
SRR19937987.fastq.gz	12463	9709
SRR19937988.fastq.gz	106576	92419
SRR19937989.fastq.gz	66825	56958
SRR19937990.fastq.gz	80624	54532
SRR19937991.fastq.gz	94910	67190
SRR19937992.fastq.gz	46594	39825
SRR19937993.fastq.gz	45482	36705
SRR19937994.fastq.gz	90949	62132
SRR19937995.fastq.gz	89213	62872
SRR19937996.fastq.gz	45629	37380
SRR19937997.fastq.gz	92583	74702
SRR19937998.fastq.gz	76596	61814
SRR19937999.fastq.gz	206263	156700
SRR19938000.fastq.gz	18319	15114
SRR19938001.fastq.gz	78345	65337
SRR19938002.fastq.gz	122305	100812
SRR19938003.fastq.gz	74210	60397
SRR19938004.fastq.gz	42991	35674
SRR19938005.fastq.gz	65566	45039
SRR19938006.fastq.gz	66922	45450
SRR19938007.fastq.gz	70079	45655
SRR19938008.fastq.gz	70905	46560
SRR19938009.fastq.gz	59756	37885
SRR19938010.fastq.gz	116592	92125
SRR19938011.fastq.gz	60188	24931
SRR19938012.fastq.gz	65725	41799
SRR19938013.fastq.gz	56055	30638
SRR19938014.fastq.gz	33978	22523
SRR19938015.fastq.gz	63903	40198
SRR19938016.fastq.gz	63298	41509
SRR19938017.fastq.gz	56373	33666
SRR19938018.fastq.gz	65164	26213
SRR19938019.fastq.gz	55116	34666
SRR19938022.fastq.gz	58593	45719
SRR19938023.fastq.gz	44975	36418
SRR19938024.fastq.gz	51043	40515
SRR19938025.fastq.gz	72548	57730
SRR19938026.fastq.gz	82330	67424
SRR19938027.fastq.gz	44170	28222
SRR19938028.fastq.gz	283390	224663
SRR19938029.fastq.gz	64564	52198
SRR19938030.fastq.gz	56143	37292
SRR19938031.fastq.gz	57552	46645
SRR19938032.fastq.gz	47346	37685
SRR19938033.fastq.gz	66885	37926
SRR19938034.fastq.gz	79338	64408
SRR19938035.fastq.gz	63552	44236
SRR19938036.fastq.gz	48769	12194
SRR19938037.fastq.gz	77501	52562
SRR19938038.fastq.gz	62011	41431
SRR19938039.fastq.gz	62062	37255
SRR19938040.fastq.gz	145600	42392
SRR19938041.fastq.gz	83134	63723
SRR19938042.fastq.gz	85420	24628
SRR19938043.fastq.gz	61579	16937
SRR19938044.fastq.gz	74338	22807
SRR19938045.fastq.gz	92844	65515
SRR19938046.fastq.gz	73070	48743
SRR19938047.fastq.gz	63547	20451
SRR19938048.fastq.gz	72020	46182
SRR19938049.fastq.gz	53535	37188
SRR19938050.fastq.gz	66814	21094
SRR19938051.fastq.gz	52907	14507
SRR19938052.fastq.gz	60558	18833
SRR19938053.fastq.gz	63098	44907
SRR19938054.fastq.gz	54960	36797
SRR19938055.fastq.gz	59271	41828
SRR19938056.fastq.gz	64221	19084
SRR19938057.fastq.gz	82879	55653
SRR19938058.fastq.gz	53913	36870
SRR19938059.fastq.gz	59171	13264
SRR19938060.fastq.gz	74165	48800
SRR19938061.fastq.gz	73772	19004
SRR19938062.fastq.gz	66675	43925
SRR19938063.fastq.gz	64077	16160
SRR19938064.fastq.gz	43401	28995
SRR19938065.fastq.gz	54422	35694
SRR19938066.fastq.gz	66801	45857
SRR19938067.fastq.gz	68460	55922
SRR19938068.fastq.gz	68370	46002
SRR19938069.fastq.gz	68665	24192
SRR19938070.fastq.gz	67864	31534
SRR19938071.fastq.gz	55110	38068
SRR19938072.fastq.gz	65983	17671
SRR19938073.fastq.gz	51356	34809
SRR19938074.fastq.gz	70099	46140
SRR19938075.fastq.gz	72961	19157
SRR19938076.fastq.gz	69652	47495
SRR19938077.fastq.gz	27539	5857
SRR19938078.fastq.gz	53486	30167
SRR19938079.fastq.gz	60321	43352
SRR19938080.fastq.gz	76669	48983
SRR19938081.fastq.gz	70434	50411
SRR19938082.fastq.gz	77011	54137
SRR19938083.fastq.gz	46322	32073
SRR19938084.fastq.gz	51378	33983
SRR19938085.fastq.gz	60598	41356
SRR19938086.fastq.gz	49715	33834
SRR19938087.fastq.gz	64640	43631
SRR19938088.fastq.gz	69497	44566
SRR19938089.fastq.gz	55499	21416
SRR19938090.fastq.gz	69152	15582
SRR19938091.fastq.gz	67622	10557
SRR19938092.fastq.gz	98972	68729
SRR19938093.fastq.gz	61357	43238
SRR19938094.fastq.gz	74119	49195
SRR19938095.fastq.gz	62246	40003
SRR19938096.fastq.gz	56408	39881
SRR19938097.fastq.gz	75715	53296
SRR19938098.fastq.gz	83127	52730
SRR19938099.fastq.gz	97748	64096
SRR19938100.fastq.gz	84483	68180
SRR19938101.fastq.gz	70604	60962
SRR19938102.fastq.gz	55911	38419
SRR19938103.fastq.gz	60519	14145
SRR19938104.fastq.gz	68769	49075
SRR19938105.fastq.gz	72510	46391
SRR19938106.fastq.gz	112593	91193
SRR19938107.fastq.gz	54817	47452
SRR19938108.fastq.gz	84680	68581
SRR19938109.fastq.gz	63667	50302
SRR19938110.fastq.gz	113897	98373
SRR19938111.fastq.gz	58809	46643
SRR19938112.fastq.gz	17812	14501
SRR19938113.fastq.gz	140841	122340
SRR19938114.fastq.gz	89026	77931
SRR19938115.fastq.gz	40227	31740
SRR19938116.fastq.gz	48190	40378
SRR19938117.fastq.gz	51779	45867
SRR19938118.fastq.gz	52965	27030
SRR19938119.fastq.gz	399322	320360
SRR19938120.fastq.gz	52372	45443
SRR19938121.fastq.gz	87770	77823
SRR19938122.fastq.gz	87341	52710
SRR19938123.fastq.gz	79425	70269
SRR19938124.fastq.gz	76106	58008
SRR19938125.fastq.gz	71013	56760
SRR19938126.fastq.gz	54457	19416
SRR19938127.fastq.gz	77512	26221
SRR19938128.fastq.gz	77884	61584
SRR19938129.fastq.gz	79380	63359
SRR19938130.fastq.gz	81279	64842
SRR19938131.fastq.gz	83354	19034
SRR19938132.fastq.gz	113115	87559
SRR19938133.fastq.gz	112699	34610
SRR19938134.fastq.gz	75864	58681
SRR19938135.fastq.gz	82210	65491
SRR19938136.fastq.gz	144175	127308
SRR19938137.fastq.gz	52821	42010
SRR19938138.fastq.gz	703068	571732
SRR19938139.fastq.gz	93753	71203
SRR19938140.fastq.gz	47061	27829
SRR19938141.fastq.gz	68734	43909
SRR19938142.fastq.gz	54714	45064
SRR19938143.fastq.gz	39737	32757
SRR19938144.fastq.gz	35378	28454
SRR19938145.fastq.gz	80083	49688
SRR19938146.fastq.gz	2980	2415
SRR19938147.fastq.gz	73943	41087
SRR19938148.fastq.gz	34708	26581
SRR19938149.fastq.gz	69507	55869
SRR19938150.fastq.gz	64953	50930
SRR19938151.fastq.gz	111423	89685
SRR19938152.fastq.gz	84095	65888
SRR19938153.fastq.gz	121080	90719
SRR19938154.fastq.gz	59994	25770
SRR19938155.fastq.gz	72245	57799
SRR19938156.fastq.gz	73442	50204
SRR19938157.fastq.gz	75782	45565
SRR19938158.fastq.gz	167899	134817
SRR19938159.fastq.gz	99776	79542
SRR19938160.fastq.gz	66006	53187
SRR19938161.fastq.gz	68724	55600
SRR19938162.fastq.gz	51474	42618
SRR19938163.fastq.gz	109681	79830
SRR19938164.fastq.gz	105090	56403
SRR19938165.fastq.gz	70459	54791
SRR19938166.fastq.gz	113054	88980
SRR19938167.fastq.gz	60394	49749
SRR19938168.fastq.gz	75425	26331
SRR19938169.fastq.gz	102563	20718
SRR19938170.fastq.gz	116197	94538
SRR19938171.fastq.gz	67868	56051
SRR19938172.fastq.gz	63473	51209
SRR19938173.fastq.gz	51578	42437
SRR19938174.fastq.gz	46764	38086
SRR19938175.fastq.gz	113104	80890
SRR19938176.fastq.gz	63150	52453
SRR19938177.fastq.gz	83365	64555
SRR19938178.fastq.gz	134667	83184
SRR19938179.fastq.gz	72188	58502
SRR19938180.fastq.gz	66031	53412
SRR19938181.fastq.gz	71913	46806
SRR19938182.fastq.gz	65527	52894
SRR19938183.fastq.gz	36496	27994
SRR19938184.fastq.gz	58348	47559
SRR19938185.fastq.gz	91411	69806
SRR19938186.fastq.gz	48441	38811
SRR19938187.fastq.gz	78191	62985
SRR19938188.fastq.gz	73538	55602
SRR19938189.fastq.gz	62540	29840
SRR19938190.fastq.gz	78146	63754
SRR19938191.fastq.gz	133084	106902
SRR19938192.fastq.gz	72041	58136
SRR19938193.fastq.gz	70416	58425
SRR19938194.fastq.gz	16488	4874
SRR19938195.fastq.gz	64200	42150
SRR19938196.fastq.gz	84015	67346
SRR19938197.fastq.gz	80826	50733
SRR19938198.fastq.gz	68579	46651
SRR19938199.fastq.gz	90972	32196
SRR19938200.fastq.gz	63246	38723
SRR19938201.fastq.gz	50893	34676
SRR19938202.fastq.gz	50392	34827
SRR19938203.fastq.gz	60670	17344
SRR19938204.fastq.gz	67660	45544
SRR19938205.fastq.gz	79600	63739
SRR19938206.fastq.gz	73534	62192
SRR19938207.fastq.gz	59143	40179
SRR19938208.fastq.gz	109388	80848
SRR19938209.fastq.gz	65255	44062
SRR19938210.fastq.gz	41487	26314
SRR19938211.fastq.gz	61583	41848
SRR19938212.fastq.gz	65003	43785
SRR19938213.fastq.gz	72476	20334
SRR19938214.fastq.gz	65117	45873
SRR19938215.fastq.gz	68344	47171
SRR19938216.fastq.gz	63144	43803
SRR19938217.fastq.gz	73965	48118
SRR19938218.fastq.gz	72484	51187
SRR19938219.fastq.gz	60201	43079
SRR19938220.fastq.gz	116939	101307
SRR19938221.fastq.gz	42526	11116
SRR19938222.fastq.gz	58242	41001
SRR19938223.fastq.gz	56027	37305
SRR19938224.fastq.gz	61731	18739
SRR19938225.fastq.gz	76629	53692
SRR19938226.fastq.gz	62612	40544
SRR19938227.fastq.gz	50837	34806
SRR19938228.fastq.gz	61137	18720
SRR19938229.fastq.gz	79315	50491
SRR19938230.fastq.gz	58624	20117
SRR19938231.fastq.gz	37564	28616
SRR19938232.fastq.gz	64952	41146
SRR19938233.fastq.gz	77611	51274
SRR19938234.fastq.gz	64602	39284
SRR19938235.fastq.gz	80972	54034
SRR19938236.fastq.gz	59513	38179
SRR19938237.fastq.gz	60013	42353
SRR19938238.fastq.gz	65461	41040
SRR19938239.fastq.gz	52064	35910
SRR19938240.fastq.gz	83200	12822
SRR19938241.fastq.gz	62421	39136
SRR19938242.fastq.gz	100277	77528
SRR19938243.fastq.gz	63581	17831
SRR19938244.fastq.gz	62645	43079
SRR19938245.fastq.gz	46893	31840
SRR19938246.fastq.gz	70697	19451
SRR19938247.fastq.gz	68005	46190
SRR19938248.fastq.gz	63407	21907
SRR19938249.fastq.gz	16131	10423
SRR19938250.fastq.gz	68168	59017
SRR19938251.fastq.gz	66230	44593
SRR19938252.fastq.gz	96583	61434
SRR19938253.fastq.gz	27555	16089
SRR19938254.fastq.gz	73039	56439
SRR19938255.fastq.gz	75605	59144
SRR19938256.fastq.gz	62885	47955
SRR19938257.fastq.gz	73190	59349
SRR19938258.fastq.gz	106346	84413
SRR19938259.fastq.gz	65098	53058
SRR19938260.fastq.gz	66972	54353
SRR19938261.fastq.gz	72297	54888
SRR19938262.fastq.gz	81034	64293
SRR19938263.fastq.gz	71304	58203
SRR19938264.fastq.gz	53531	43064
SRR19938265.fastq.gz	126114	48884
SRR19938266.fastq.gz	48623	38399
SRR19938267.fastq.gz	75118	60157
SRR19938268.fastq.gz	75074	48458
SRR19938269.fastq.gz	62062	50843
SRR19938270.fastq.gz	68849	53300
SRR19938271.fastq.gz	59025	39302
SRR19938272.fastq.gz	14518	3600
SRR19938273.fastq.gz	65646	53233
SRR19938274.fastq.gz	61314	49848
SRR19938275.fastq.gz	74574	61504
SRR19938276.fastq.gz	75871	48461
SRR19938277.fastq.gz	66446	52621
SRR19938278.fastq.gz	62875	49840
SRR19938279.fastq.gz	60988	40269
SRR19938280.fastq.gz	80761	63927
SRR19938281.fastq.gz	49086	38385
SRR19938282.fastq.gz	86741	68288
SRR19938283.fastq.gz	56589	50040
SRR19938284.fastq.gz	41435	33908
SRR19938285.fastq.gz	62844	39648
SRR19938286.fastq.gz	63425	20517
SRR19938287.fastq.gz	78048	52676
SRR19938288.fastq.gz	45063	15787
SRR19938289.fastq.gz	55210	45367
SRR19938290.fastq.gz	61423	43303
SRR19938291.fastq.gz	70659	49076
SRR19938292.fastq.gz	65670	47348
SRR19938293.fastq.gz	48062	34000
SRR19938294.fastq.gz	64008	41640
SRR19938295.fastq.gz	54850	37865
SRR19938296.fastq.gz	74407	50159
SRR19938297.fastq.gz	71505	23271
SRR19938298.fastq.gz	79096	24523
SRR19938299.fastq.gz	75187	25711
SRR19938300.fastq.gz	62937	54266
SRR19938301.fastq.gz	49317	33171
SRR19938302.fastq.gz	62577	39344
SRR19938303.fastq.gz	110338	81591
SRR19938304.fastq.gz	53880	37770
SRR19938305.fastq.gz	48623	34067
SRR19938306.fastq.gz	124680	94063
SRR19938307.fastq.gz	60353	40519
SRR19938308.fastq.gz	72653	26446
SRR19938309.fastq.gz	78290	54245
SRR19938310.fastq.gz	162733	126936
SRR19938311.fastq.gz	51137	44128
SRR19938312.fastq.gz	58383	40040
SRR19938313.fastq.gz	66354	45839
SRR19938314.fastq.gz	69074	44939
SRR19938315.fastq.gz	61521	40934
SRR19938316.fastq.gz	71029	49639
SRR19938317.fastq.gz	64364	44156
SRR19938318.fastq.gz	54079	37838
SRR19938319.fastq.gz	111171	87948
SRR19938320.fastq.gz	45645	10845
SRR19938321.fastq.gz	57103	39240
SRR19938322.fastq.gz	90941	80149
SRR19938323.fastq.gz	57237	36898
SRR19938324.fastq.gz	137753	100099
SRR19938325.fastq.gz	65498	46016
SRR19938326.fastq.gz	63696	44238
SRR19938327.fastq.gz	41837	27065
SRR19938328.fastq.gz	71813	23271
SRR19938329.fastq.gz	90144	73337
SRR19938330.fastq.gz	54652	43369
SRR19938331.fastq.gz	93791	68380
SRR19938332.fastq.gz	82853	68355
SRR19938333.fastq.gz	103189	89249
SRR19938334.fastq.gz	75332	63421
SRR19938335.fastq.gz	80678	67241
SRR19938336.fastq.gz	95030	72885
SRR19938337.fastq.gz	72132	48387
SRR19938338.fastq.gz	55882	45130
SRR19938339.fastq.gz	75755	62471
SRR19938340.fastq.gz	117277	98244
SRR19938341.fastq.gz	124431	99812
SRR19938342.fastq.gz	59125	48732
SRR19938343.fastq.gz	46086	32839
SRR19938344.fastq.gz	60396	52828
SRR19938345.fastq.gz	72915	60188
SRR19938346.fastq.gz	125878	102689
SRR19938347.fastq.gz	75942	50008
SRR19938348.fastq.gz	56409	47916
SRR19938349.fastq.gz	57370	46962
SRR19938350.fastq.gz	60605	50036
SRR19938351.fastq.gz	90541	73922
SRR19938352.fastq.gz	65838	53271
SRR19938353.fastq.gz	63568	52109
SRR19938354.fastq.gz	69597	56899
SRR19938355.fastq.gz	65602	52245
SRR19938356.fastq.gz	57666	30904
SRR19938357.fastq.gz	57945	33461
SRR19938358.fastq.gz	84467	69738
SRR19938359.fastq.gz	135353	109132
SRR19938360.fastq.gz	78826	39962
SRR19938361.fastq.gz	59728	51292
SRR19938362.fastq.gz	37796	30629
SRR19938363.fastq.gz	65449	53262
SRR19938364.fastq.gz	135548	110275
SRR19938365.fastq.gz	109804	88619
SRR19938366.fastq.gz	106765	88234
SRR19938367.fastq.gz	97840	71717
SRR19938368.fastq.gz	8629	2891
SRR19938369.fastq.gz	53798	44377
SRR19938370.fastq.gz	48662	30749
SRR19938371.fastq.gz	102129	80619
SRR19938372.fastq.gz	65622	45376
SRR19938373.fastq.gz	91376	63467
SRR19938374.fastq.gz	52037	41481
SRR19938375.fastq.gz	115450	61928
SRR19938376.fastq.gz	78500	65790
SRR19938377.fastq.gz	19839	15989
SRR19938378.fastq.gz	82660	66247
SRR19938379.fastq.gz	34290	20228
SRR19938380.fastq.gz	59638	27473
SRR19938381.fastq.gz	88938	46244
SRR19938382.fastq.gz	68381	47127
SRR19938383.fastq.gz	71594	58175
SRR19938384.fastq.gz	64394	51176
SRR19938385.fastq.gz	52908	42301
SRR19938386.fastq.gz	69332	54018
SRR19938387.fastq.gz	61099	50487
SRR19938388.fastq.gz	62628	51603
SRR19938389.fastq.gz	54787	34816
SRR19938390.fastq.gz	21898	7443
SRR19938391.fastq.gz	105485	79719
SRR19938392.fastq.gz	89752	72209
SRR19938393.fastq.gz	65028	43446
SRR19938394.fastq.gz	57684	46502
SRR19938395.fastq.gz	45063	38812
SRR19938396.fastq.gz	79229	62805
SRR19938397.fastq.gz	103811	81718
SRR19938398.fastq.gz	49947	40152
SRR19938399.fastq.gz	74466	42009
SRR19938400.fastq.gz	62849	51020
SRR19938401.fastq.gz	62218	50192
SRR19938402.fastq.gz	69990	56224
SRR19938403.fastq.gz	50834	31480
SRR19938404.fastq.gz	77033	43458
SRR19938405.fastq.gz	71205	44151
SRR19938406.fastq.gz	1793	1409
SRR19938407.fastq.gz	140097	105209
SRR19938408.fastq.gz	83081	66240
SRR19938409.fastq.gz	61196	48420
SRR19938410.fastq.gz	52108	42153
SRR19938411.fastq.gz	75016	58646
SRR19938412.fastq.gz	79835	64584
SRR19938413.fastq.gz	49735	32975
SRR19938414.fastq.gz	62031	36225
SRR19938415.fastq.gz	66209	52590
SRR19938416.fastq.gz	88097	71263
SRR19938417.fastq.gz	101665	79024
SRR19938418.fastq.gz	63697	44364
SRR19938419.fastq.gz	65202	44924
SRR19938420.fastq.gz	57481	39983
SRR19938421.fastq.gz	51744	45452
SRR19938422.fastq.gz	59600	41952
SRR19938423.fastq.gz	59035	9930
SRR19938424.fastq.gz	64191	18965
SRR19938425.fastq.gz	65107	15532
SRR19938426.fastq.gz	67954	42847
SRR19938427.fastq.gz	55001	33931
SRR19938428.fastq.gz	64527	44773
SRR19938429.fastq.gz	74792	51127
SRR19938430.fastq.gz	57141	37175
SRR19938431.fastq.gz	34584	21288
SRR19938432.fastq.gz	76438	66575
SRR19938433.fastq.gz	62981	40934
SRR19938434.fastq.gz	87289	67203
SRR19938435.fastq.gz	49135	32573
SRR19938436.fastq.gz	60794	19596
SRR19938437.fastq.gz	86495	57323
SRR19938438.fastq.gz	60092	23770
SRR19938439.fastq.gz	89970	34584
SRR19938440.fastq.gz	65880	46065
SRR19938441.fastq.gz	68719	22876
SRR19938442.fastq.gz	74448	47436
SRR19938443.fastq.gz	52078	40767
SRR19938444.fastq.gz	72605	46791
SRR19938445.fastq.gz	59677	40046
SRR19938446.fastq.gz	76580	20946
SRR19938447.fastq.gz	75868	45876
SRR19938448.fastq.gz	71503	47700
SRR19938449.fastq.gz	61304	42609
SRR19938450.fastq.gz	70909	49741
SRR19938451.fastq.gz	51065	16051
SRR19938452.fastq.gz	62642	42297
SRR19938453.fastq.gz	74502	44013
SRR19938454.fastq.gz	79935	63962
SRR19938455.fastq.gz	81358	66151
SRR19938456.fastq.gz	43491	35653
SRR19938457.fastq.gz	69590	57779
SRR19938458.fastq.gz	73777	59793
SRR19938459.fastq.gz	72261	58142
SRR19938460.fastq.gz	66168	52571
SRR19938461.fastq.gz	75139	60531
SRR19938462.fastq.gz	15713	5505
SRR19938463.fastq.gz	59344	47426
SRR19938464.fastq.gz	62100	40865
SRR19938465.fastq.gz	63638	40526
SRR19938466.fastq.gz	80189	64978
SRR19938467.fastq.gz	61526	50112
SRR19938468.fastq.gz	64586	52696
SRR19938469.fastq.gz	66071	51683
SRR19938470.fastq.gz	74752	61802
SRR19938471.fastq.gz	78224	61594
SRR19938472.fastq.gz	71703	59007
SRR19938473.fastq.gz	17363	5024
SRR19938474.fastq.gz	125438	102640
SRR19938475.fastq.gz	66381	53533
SRR19938476.fastq.gz	58474	47152
SRR19938477.fastq.gz	66894	43266
