ASV_ID	ERR3610705	ERR3610706	ERR3610707	ERR3610708	ERR3610709	ERR3610710	ERR3610711	ERR3610712	ERR3610713	ERR3610714	ERR3610715	ERR3610716	ERR3610717	ERR3610718	ERR3610719	ERR3610720	ERR3610721	ERR3610722	ERR3610723	ERR3610724	ERR3610725	ERR3610726	ERR3610727	ERR3610728	ERR3610729	ERR3610730	ERR3610731	ERR3610732	ERR3610733	ERR3610734	ERR3610735	ERR3610736	ERR3610737	ERR3610738	ERR3610739	ERR3610740	ERR3610741	ERR3610742	ERR3610743	ERR3610744	ERR3610745	ERR3610746	ERR3610747	ERR3610748	ERR3610749	ERR3610750	ERR3610751	ERR3610752	ERR3610753	ERR3610754
ASV_626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_627	93	0	0	0	62	0	0	0	0	0	0	0	21	0	57	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	44	15	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_628	0	0	0	0	0	0	0	0	0	31	74	0	0	0	42	65	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	22	0	0	0	48	0	0	0
ASV_629	47	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	28	0	47	0	0	0	0	0	193	0	0	0	0	0	26	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
ASV_630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	12	0	146	0	0	0	0	0	0	0	0	0	0	0	0
ASV_631	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	66	0	32	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	46	101	0	0	0	0	0	0	0	0	0	0
ASV_632	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
ASV_633	0	0	0	0	0	36	58	0	0	0	0	0	0	19	0	39	0	0	26	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_634	0	0	0	0	0	0	24	11	0	0	0	0	50	0	56	0	31	23	0	0	17	0	42	0	0	0	0	21	0	39	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0
ASV_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_636	0	58	0	0	0	0	0	0	69	0	0	59	84	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
ASV_637	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	18	0	0	0	0	0	80	0	0	0	0	0	91	0	0	78	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_639	24	0	0	19	29	0	0	0	0	0	0	0	0	0	0	45	37	0	0	0	0	0	0	0	0	35	52	0	0	0	0	0	0	0	68	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	41	0	0	0	0	48	0	0	0	0	0	0	0	0	0	18	0	0
ASV_641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_643	0	0	0	32	0	0	47	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	71	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	55	0
ASV_644	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_645	11	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	25	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_646	0	0	0	0	0	0	85	0	67	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	50	0	0	7	0	0	0
ASV_647	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	28	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
ASV_648	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_649	0	44	0	0	0	0	38	22	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	48	0	43	72	21	0	0	0	0	0	0	0	0
ASV_650	0	0	0	42	0	0	79	0	29	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	108	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	55	0	0	0	0
ASV_651	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	86	0	0	68	0	0	0	0	47	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_652	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	23	0	0	0	39	0	0	0	0	0	14	0	0	0	0	70	0	0	0	17	0	54	37	0	0	0
ASV_653	0	0	0	0	0	0	33	0	0	0	0	0	36	0	74	0	36	29	0	0	8	0	0	0	0	0	0	0	0	45	0	16	30	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_654	0	161	0	0	60	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	27	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_655	0	33	18	0	0	0	35	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	43	0	0	0	0	0	0	46	0	0	0	37	0	0	24	0	0	54	0	0	41
ASV_656	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_657	0	0	43	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	151	85	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_658	0	0	40	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	78	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	13	0	20
ASV_659	0	0	0	0	108	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	80	0	28	0	0	0	0	0	0	0	0	74	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV_660	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	49	0	0	83	0	0	0	0	0	51	0	0	0	0	0	0	0	0
ASV_661	0	22	45	0	0	0	0	0	0	0	8	0	0	0	0	0	15	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	6	0	0	20	0	0	0	95	0	0	33
ASV_662	0	0	0	0	0	65	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	72	0	0	0	0	19	0	0	0	0	0	116	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV_663	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
ASV_664	18	0	0	0	37	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	24	13	46	17	0	0	0	0	0	0	0	0	0	0	33	0	0	0	39	0
ASV_665	0	0	0	0	33	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	68	0	74	0	0	0	0	0	19	0	0	0	0	0	0	49	0	0	60	0	0	0	0	0	0	0	0	0
ASV_666	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_667	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	155	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
ASV_670	0	0	103	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	31	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_671	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_672	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	29	0	22	0	0	0	0	0	31	67	0	0	0	0	0	0	0	0	0	0	0	39	8	0	0	0	0	0	25	102	0	0	0
ASV_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	50	0	0	0	0	0	0	48	0	0	0	0	33	0	0	0	0	49	0	0	0	0	97	0	26	0	0
ASV_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	62	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
ASV_675	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_676	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
ASV_677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	10	0	0	38	0	0	260	0	0	0	0	0	0	0	0	0
ASV_678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0
ASV_679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	56	0	0	42	52	0	0	0	0	0	0	0	0	70	0	97	0	0	0	0	0	0	0	0	0
ASV_680	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	33	0	0	0	0	0	22	86	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
ASV_681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_682	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_683	0	0	0	0	160	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_684	0	0	0	0	14	0	0	0	0	77	0	76	0	0	79	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_685	0	0	0	0	0	0	0	79	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_687	0	0	88	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	48	56	0	0	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
ASV_688	0	0	0	0	0	0	0	90	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_689	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	37	0	0	0	0	45	59	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
ASV_691	23	0	0	41	0	0	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	15	52	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	83	0	0	83	0	0	0	0	0	0
ASV_692	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_693	0	0	0	0	0	0	0	0	0	0	0	23	0	46	0	0	0	0	0	38	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	148	0	7	0
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	49	46	21	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_695	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
ASV_696	0	0	0	0	0	0	0	0	0	0	0	0	74	60	0	0	0	0	0	0	0	0	88	23	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_697	24	0	0	35	0	39	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	51	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	62	0	0	0	0	0	35	36	0	0	0	0	0	0	0	0	0	21	29	0	47	0	0	41	0	35	0	0	0	0	0	0	0	0	0
ASV_699	0	0	0	98	74	0	0	0	0	0	0	31	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_700	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
ASV_701	0	37	0	0	0	0	0	0	0	0	0	0	35	0	0	0	12	0	24	0	23	0	11	0	0	37	0	0	0	31	26	0	0	0	0	0	21	30	0	0	0	0	0	0	0	0	32	0	0	0
ASV_702	0	0	67	19	0	0	0	0	0	0	41	19	0	29	0	0	0	0	0	0	0	11	38	0	0	45	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_704	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0
ASV_705	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	51	115	29	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
ASV_706	0	0	0	0	0	0	0	0	11	27	0	22	0	0	66	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	70	0	0	0	0	10	0	0	22	0	0	0	0	0	0	19	0	0
ASV_707	0	0	0	0	68	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	35	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_708	0	0	0	0	0	0	0	0	0	34	26	0	30	0	0	0	0	0	0	0	79	0	0	0	42	0	0	0	0	0	0	77	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
ASV_709	0	0	0	0	0	0	0	0	0	0	0	0	59	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	94	0	0	0	0	0	0	74	0
ASV_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0
ASV_711	0	0	0	0	0	0	0	0	67	0	0	0	0	0	52	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_712	0	0	0	0	66	0	0	0	0	104	0	42	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_713	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_714	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	88	0	0	0	0	0	0	55	0	0	0	10	0	23	0	0	0	0	0	36	0	0	0
ASV_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	53	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_716	0	24	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	59	0	8	0	0	30	0	0	0	0	0	0	31	0	73	0	0	0	9	0	0	0	0	0	0	0
ASV_717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
ASV_718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_719	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	38	0	69	0	0	0	73	0	0	0	0	0	0	0	0	0
ASV_721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	55	0	0	125	0	0	9	0	0	84	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV_722	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	35	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_723	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_724	87	0	0	48	91	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	37	0	38	0	0	56	0	0	0	0	0	0	0	0	52	35	0	0	0	0	0	0	0
ASV_726	0	0	0	0	0	0	0	0	0	0	59	0	0	25	0	0	0	0	0	0	0	0	0	0	0	39	37	0	41	0	0	0	7	13	31	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ASV_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0
ASV_728	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	35	0	31	0	0	0	68	0	0	0	0	37	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV_729	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_730	0	0	0	35	0	0	0	0	0	0	0	73	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_731	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	49	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	50	0	0	0	0	0	0	0
ASV_732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0
ASV_733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0
ASV_734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0
ASV_736	0	0	0	0	0	45	0	0	0	0	41	24	0	0	10	0	38	0	42	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	20	0	0	0	0
ASV_737	0	0	0	0	0	0	33	0	25	0	36	0	0	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	36	0	0	0	36	0	0	0	0	0	0	34	0	0	0	0	0	33	0	16	0
ASV_738	42	0	0	0	0	0	0	0	0	0	0	0	47	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ASV_739	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_740	0	24	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	53	0	0	61	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	123	39	0	0	0	0
ASV_743	0	28	0	25	0	0	20	0	0	0	0	0	30	0	0	0	21	0	0	0	27	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
ASV_744	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	56	0	0	0	0	135	0	0	0	0	0	0	0	0	0
ASV_745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_746	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	61	118	31	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_748	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	7	0	0	0	0	0	75	0	0	0	0	0	0	0	74	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	176	0	0	0
ASV_750	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	84	0	0	0	75	0	0	49	0	0	0	0	0	0
ASV_751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	32	0	0	65	0	0	0	0
ASV_752	40	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	68	0	0	0	0	0	0	0	0	0	0	31	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0
