#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	SRR15595244	SRR15595245	SRR15595246	SRR15595247	SRR15595248	SRR15595249	SRR15595250	SRR15595251	SRR15595252	SRR15595253	SRR15595254	SRR15595255	SRR15595256	SRR15595257	SRR15595259	SRR15595261	SRR15595263	SRR15595265	SRR15595267	SRR15595269	SRR15595271	SRR15595273	SRR15595275	SRR15595277	SRR15595279	SRR15595281	SRR15595283	SRR15595285	SRR15595287	SRR15595289	SRR15595291	SRR15595293	SRR15595295	SRR15595297	SRR15595299	SRR15595301	SRR15595303	SRR15595305	SRR15595307	SRR15595309	SRR15595311	SRR15595313	SRR15595315	SRR15595317	SRR15595318	SRR15595319	SRR15595320	SRR15595321	SRR15595322	SRR15595323	SRR15595324	SRR15595325	SRR15595326	SRR15595327	SRR15595328	SRR15595329	SRR15595330	SRR15595331	SRR15595332	SRR15595333	SRR15595334	SRR15595335	SRR15595336	SRR15595337	SRR15595338	SRR15595339	SRR15595340	SRR15595341	SRR15595342	SRR15595343	SRR15595344	SRR15595345	SRR15595346	SRR15595347	SRR15595348	SRR15595349	SRR15595350	SRR15595351	SRR15595352	SRR15595353
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.6484	0.39448	0.33347	0.0	0.26751	0.01369	0.0	0.0	0.25332	0.00367	0.0	0.76445	0.0	0.19898	1.5785	2.27187	0.0	0.0	1.2127	0.0	0.05329	0.0	1.0047	0.39728	1.64234	0.0	0.0	0.23183	0.0	0.13654	0.0	0.08213	0.0	0.0	0.0	0.0	0.15158	1.04594	0.0	2.46933	0.07839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26735	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.6184	1.08726	0.3257	0.0	0.08766	0.46729	0.04079	0.0	0.07499	0.0	0.0	0.01909	0.0	1.25115	0.0	1.29628	0.0	0.0	1.00793	0.0	0.13206	0.02227	1.48392	0.0	0.01113	0.0	0.0	0.43722	0.0	0.0	0.0	0.1089	0.0	0.35062	0.0	0.47447	0.08688	0.13768	0.0	0.0	0.0	1.10566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28537	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	0.60223	0.39394	0.98608	0.0	1.01956	0.47346	0.0	0.0	0.34245	1.32884	1.08734	0.12235	0.0	0.47806	0.0	0.0	0.0	3.16455	1.14523	0.0	3.5604	3.79896	0.0	0.0	0.68062	0.05135	5.83851	2.35389	0.0	1.80155	0.0	3.1288	0.0	0.80279	0.0	0.51969	0.15406	0.77452	0.0	0.0	2.05499	0.4893	1.37608	0.0	0.0	1.20529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20124	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_KLE1798	0.58221	0.0	0.0	0.0	0.0	0.0	7.8952	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.03724	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.01237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_MSJ_31	0.54156	0.0	0.025	0.0	0.0	0.24459	0.0	0.0	0.21075	0.04399	0.0	0.0	0.0	2.59551	0.0	0.0	0.0	0.0	0.0	0.0	0.05331	0.09661	0.0	0.0	0.87449	0.0	0.20005	1.17322	0.0	0.0	0.0	0.04115	0.0	1.79043	0.0	0.83764	0.15852	0.84975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1103	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.53457	0.1141	0.26411	0.0	0.39817	0.29353	0.00491	0.0	0.4556	0.05805	0.01472	0.05568	0.0	0.05793	0.0	0.0	0.0	0.0	0.14029	0.0	0.0	0.87996	0.63225	0.0	0.05033	0.0	0.24171	0.11655	0.0	0.00814	0.0	0.81209	0.0	0.18238	0.0	0.51904	0.0	0.24058	0.0	0.76445	0.00046	0.0	2.08815	0.0	0.0	1.29207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68951	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.53347	0.51539	0.05062	0.0	0.0489	0.30436	0.98648	0.0	0.00457	0.95945	0.06373	0.0	0.0	0.54237	0.0	3.27713	0.0	0.53273	0.07235	0.00767	0.60847	0.00036	0.563	0.72661	0.04651	1.09383	0.0781	0.03093	0.0	0.01709	0.0	0.04142	0.20107	0.24968	0.0	0.02246	0.06232	0.15951	0.01916	0.0	0.0	0.83799	0.01685	0.0	0.0	0.01262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21672	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.52399	0.07072	0.03801	0.0	0.24923	0.0	0.93231	0.0	0.0	0.05228	0.08809	0.32721	0.0	0.03869	0.0	0.0	0.0	1.50734	0.85311	0.6755	0.00098	1.27566	0.61688	0.30213	0.22135	0.0	0.0	0.0	0.0	0.00411	0.0	0.0	0.0	0.00759	0.0	0.05641	0.0	0.01665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03403	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_CLA_AA_H244	0.49895	0.0	0.03517	0.0	0.14107	0.03708	0.0	0.0	0.02697	0.0	0.03794	0.04301	0.0	0.17169	0.0	0.0	0.0	0.09279	0.19294	0.0	0.0	0.40268	0.22988	1.86036	0.0535	0.00395	0.13509	0.09861	0.0	0.00193	0.0	0.00031	0.2039	0.00792	0.0	0.02626	0.05454	0.26905	0.0	0.0	0.01725	0.13956	0.19015	0.0	0.0	0.14075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03587	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3722|s__GGB3722_SGB5050	0.47975	0.0	0.22265	0.0	0.0	0.0	0.0	0.0	0.01612	0.0	0.0	0.0	0.0	0.24035	0.0	0.0	0.0	0.0	0.34836	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.07822	0.0	0.0	0.09698	0.0	1.44583	0.00959	0.36712	0.0	0.00374	0.0	0.0	0.0	0.0	0.0	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.44158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9715|s__GGB9715_SGB15266	0.42852	0.0	0.08394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.20918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04959	0.35945	0.0	0.0	0.09069	0.0	0.06109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39112	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.40755	0.11731	0.02727	0.0	0.03962	0.11159	0.24117	0.0	0.02436	0.23518	0.15963	0.07527	0.0	0.38577	0.74679	0.0	0.0	0.41924	0.02332	0.11777	0.04563	0.76434	0.01709	0.23226	0.0	0.0972	0.13339	0.32688	0.0	0.05495	0.0	1.45096	0.21289	0.00327	0.0	0.02046	0.0	0.03787	0.17605	0.0	0.46468	0.03864	0.29314	0.0	0.0	0.23971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.3941	0.01656	0.00887	0.0	0.0	0.10206	0.0	0.0	0.0	0.0	0.0	0.06903	0.0	0.01096	0.0	0.32568	0.0	0.0	0.13633	0.0	2.30737	0.07984	0.11677	0.03397	0.0	0.0	0.32929	0.0	0.0	0.01456	0.0	0.00839	0.0	0.14376	0.0	0.0	0.0	0.01968	0.0	0.0	0.0	0.19522	0.34557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01818	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.37813	1.43443	0.60824	0.0	0.0	0.0	0.3187	0.0	0.19406	0.0006	0.16296	0.3566	0.0	0.0	0.0	0.0	0.0	0.0	0.24564	0.0	0.0	0.37596	0.21117	0.67591	0.0	0.13867	1.21511	0.61135	0.0	0.08939	0.0	0.98579	0.59801	0.34971	0.0	0.0	0.06388	0.70828	0.0	0.0	0.00265	0.91714	0.78763	0.0	0.0	0.13531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44958	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9198|s__GGB9198_SGB14137	0.35864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_leptum	0.35846	0.00824	0.00631	0.0	0.0	0.0	0.0	0.0	0.0	0.01164	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.03053	0.0	0.0	0.0	0.0	0.0	0.00746	0.00962	0.0	0.01612	0.0	0.0	0.09006	0.0	0.0	0.0	0.09631	0.0	0.0	0.0	0.0	0.02882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.35028	0.02043	0.01566	0.0	0.00156	0.13676	0.03755	0.0	0.98084	0.03006	0.03018	0.88057	0.0	0.12277	0.0	0.11309	0.0	0.03369	0.23376	1.35559	0.01956	0.0	0.39068	0.53335	0.2837	13.85031	0.10027	0.08637	0.0	0.01306	0.0	0.0	0.03825	0.13299	0.0	0.1357	0.16463	0.15161	0.00204	14.47593	0.03736	0.32718	0.05043	0.0	0.0	0.02287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02594	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.34343	0.0	0.60446	0.0	0.12711	2.34269	0.0	0.0	0.72027	0.00542	0.01399	0.38208	0.0	0.2338	0.0	4.97996	0.0	0.0	0.27171	0.0	0.23532	0.13501	0.83882	0.61762	0.06835	0.0	0.25158	1.39945	0.0	0.00931	0.0	0.0177	0.0	4.79629	0.0	0.15345	0.2635	0.00945	1.01872	0.0	0.05973	0.18546	0.78462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83479	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0.31947	0.12425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25897	0.0671	0.0	0.0	0.47392	0.15245	0.0	0.0	0.0	3.97689	0.0	0.36058	0.0	1.74567	0.0	0.14756	0.76233	0.0	0.0	0.0	0.0	0.0	0.06936	0.0	0.0	0.0	0.0	0.0	4.35734	0.02066	0.0	0.00407	0.69691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367	0.2759	0.0	0.0	0.0	0.0	0.30002	0.0	0.0	0.13962	0.0	0.0	0.0	0.0	0.09651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36398	0.0	1.95386	0.0	0.74908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4504	0.0	0.78068	0.0	0.0	0.00046	0.09008	0.10043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	0.27417	0.42553	0.35727	0.0	0.0	0.42791	0.0	0.0	0.03916	0.0	0.0	0.49245	0.0	1.09459	0.0	0.03386	0.0	0.0	0.07736	0.0	0.10845	0.03124	0.0	0.0	0.06308	2.31478	0.15606	0.64826	0.0	0.0	0.0	0.01376	0.0	0.15942	0.0	0.01034	0.07017	0.11479	0.0	0.0	0.0	0.47207	0.16604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.27233	0.06419	0.21114	0.0	0.23792	0.35135	0.84173	0.0	0.22234	0.34222	0.3352	0.14945	0.0	0.19388	2.02319	0.22139	0.0	0.62784	0.18307	0.0	0.20323	1.16202	0.21068	0.0	0.59076	0.06523	0.79912	0.32628	0.0	1.34074	0.0	0.60497	0.31953	0.19563	0.0	0.07632	0.10651	0.70651	0.0	0.0	1.59676	0.36888	0.37059	0.0	0.0	0.32944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28173	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.26825	0.42946	0.0531	0.0	0.00351	0.08574	0.0	0.0	0.00951	0.00417	0.0	0.09253	0.0	0.07081	0.0	0.46442	0.0	0.0	0.04348	0.04998	0.03418	0.00344	0.04988	0.27877	0.03644	0.0	0.03657	0.0	0.0	0.0	0.0	0.0	0.02267	0.11613	0.0	0.0167	0.00175	0.0	0.0	0.0	0.0	0.06011	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04255	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.25511	0.53402	0.00311	0.0	0.0	1.63563	0.0	0.0	0.02684	0.0	0.0	0.02441	0.0	0.17861	0.0	0.35705	0.0	0.0	0.01284	0.0	0.10291	0.00945	1.11618	0.07888	0.26719	0.0	0.10362	0.62145	0.0	0.0	0.0	0.0	0.01378	0.94076	0.0	0.02094	0.0082	0.20458	0.0	0.0	0.0	0.05148	0.04274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07429	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571|s__GGB4571_SGB6317	0.24754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04751	0.0	0.02667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_faecis	0.22657	0.0	0.21831	0.0	0.0	0.12369	0.11988	0.0	0.02216	0.25288	0.0	0.14389	0.0	0.28032	0.0	0.0	0.0	0.0	0.0	0.0	0.23116	0.18633	0.15373	0.0	0.24594	0.20077	0.38299	0.38331	0.0	0.51202	0.0	0.57094	0.0	0.06059	0.0	0.02697	0.02955	0.13294	0.0	0.0	0.02277	0.88732	0.17263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31833	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0.22497	0.0	0.48674	0.0	2.87311	0.0242	0.0	0.0	0.2622	0.0	0.39535	0.0	0.0	0.79568	0.0	0.0	0.0	2.79945	0.41235	0.0	0.0	1.49929	0.0	0.0	0.01832	0.0	2.7103	0.26488	0.0	0.01453	0.0	0.56376	0.0	0.19575	0.0	0.19205	0.0	0.2377	0.19624	0.0	0.01629	0.0	0.8723	0.0	0.0	0.99925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03671	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552|s__GGB4552_SGB6276	0.21978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10569	0.0	0.00032	0.0	0.0	0.10202	0.0	0.0	0.0	0.04668	0.0	0.0564	0.0	0.047	0.0	0.0	0.0	0.06747	0.01252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02364	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.21573	0.0	0.17959	0.0	0.44382	0.381	0.78641	0.0	0.23257	0.95606	0.53045	0.43771	0.0	0.36067	1.91175	0.17208	0.0	2.02491	0.5746	0.0	0.20417	0.31719	0.13958	0.99374	0.14609	0.15483	0.28482	0.18989	0.0	0.22647	0.0	0.56395	1.96509	0.21111	0.0	0.63206	0.02612	0.74617	0.08817	3.27821	0.08728	0.0157	0.55533	0.0	0.0	0.36816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10794	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis	0.21385	0.00555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.0	0.0	0.00688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.20041	0.61642	0.00737	0.0	0.0	0.22294	0.28761	0.0	0.0	0.94584	0.0	0.05525	0.0	0.01124	3.74782	1.47438	0.0	2.07384	0.29594	0.05086	0.06513	2.33667	0.4304	0.0062	0.47014	0.04419	1.25887	0.00812	0.0	0.02235	0.0	0.0	27.03179	0.12558	0.0	0.02078	0.03182	0.10982	6.28658	1.16248	3.51913	0.0	0.15705	0.0	0.0	0.06029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52411	0.0	0.0	0.0
