ASV_ID	SRR11733560	SRR11733574	SRR11733576	SRR11733578	SRR11733580	SRR11733584	SRR11733587	SRR11733590	SRR11733593	SRR11733594	SRR11733597	SRR11733600	SRR11733603	SRR11733607	SRR11733610	SRR11733613	SRR11733618	SRR11733621	SRR11733624	SRR11733628	SRR11733631	SRR11733634	SRR11733638	SRR11733641	SRR11733644	SRR11733647	SRR11733648	SRR11733651	SRR11733681	SRR11733684	SRR11733687	SRR11733690	SRR11733691	SRR11733694	SRR11733697	SRR11733700	SRR11733704	SRR11733707	SRR11733710	SRR11733715	SRR11733718	SRR11733721	SRR11733725	SRR11733728	SRR11733731	SRR11733748	SRR11733749	SRR11733778	SRR11733781	SRR11733784	SRR11733787	SRR11733788	SRR11733791	SRR11733794	SRR11733797	SRR11733801	SRR11733804	SRR11733807	SRR11733809	SRR11733812	SRR11733815	SRR11733818	SRR11733819	SRR11733821	SRR11733854	SRR11733890	SRR11733920	SRR11733927
ASV_74	0	60	418	0	0	0	0	6	0	0	0	0	0	17	111	41	0	0	21	0	0	0	103	115	0	0	0	0	0	53	136	0	0	0	0	0	0	57	211	0	0	0	0	0	0	64	0	0	0	0	0	0	279	0	0	0	34	0	110	0	0	0	0	58	78	0	0	0
ASV_75	57	0	0	138	48	0	48	58	125	0	0	0	0	0	55	0	60	201	0	41	0	29	55	0	104	35	30	98	50	41	29	125	0	0	35	0	0	0	0	73	0	0	0	0	0	45	0	0	0	0	52	161	0	0	57	0	0	98	0	0	0	0	0	0	0	0	0	0
ASV_76	0	0	0	41	0	86	0	27	0	0	15	7	0	59	101	173	0	0	23	59	30	98	119	0	0	0	54	75	49	37	0	141	0	0	0	109	0	14	0	25	16	0	0	151	15	0	133	0	30	0	0	0	0	0	0	24	39	0	0	120	71	0	0	0	0	0	0	0
ASV_77	170	61	0	0	0	0	0	0	0	0	0	210	0	69	30	382	0	0	0	0	14	0	0	29	0	0	0	0	0	0	32	0	0	92	0	0	0	46	0	0	103	0	0	73	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0
ASV_78	97	27	4	92	14	50	15	0	0	0	32	0	0	0	0	28	0	0	0	5	172	0	317	0	258	2	0	7	47	41	0	107	25	39	42	0	0	0	0	19	0	0	108	0	68	0	0	5	0	0	0	0	25	0	45	0	0	12	63	16	27	21	0	42	11	0	0	0
ASV_79	0	0	0	0	0	0	183	0	0	0	0	0	34	0	92	0	190	0	0	0	0	197	0	321	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	74	0	0	0	0	26	0	0	0	361	0	0	120	0	0	0	73	0	0	0	0
ASV_80	70	0	0	71	62	95	0	58	47	0	0	173	149	107	0	0	140	0	0	20	0	46	74	0	9	0	0	32	22	70	0	0	0	0	21	78	0	0	25	172	0	0	0	0	0	0	0	151	0	0	0	0	0	0	31	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	187	0	0	0	151	0	0	30	0	27	0	45	0	0	0	0	134	0	0	0	48	0	0	83	0	0	0	0	0	0	352	0	0	0	31	0	0	0	0	0	0	0	0	0	0	131	0	0	0	173	0	0	0	0	0	0	0	0	87	0	100	0	0	131	0	0	0
ASV_82	0	55	0	24	50	104	0	21	0	182	0	0	0	86	0	0	0	0	0	0	0	89	0	0	0	0	34	72	66	0	0	0	0	0	0	0	47	0	72	0	0	0	16	337	0	38	0	0	0	23	194	0	0	0	0	0	0	0	33	0	0	0	0	131	0	0	0	0
ASV_83	54	0	0	0	0	0	0	13	0	619	0	0	0	0	0	255	0	59	0	0	0	0	17	0	0	44	0	14	20	0	0	23	0	0	0	0	0	7	0	0	0	0	0	27	0	0	47	0	0	0	0	17	0	0	28	0	0	0	0	0	0	58	0	0	4	321	0	0
ASV_84	0	35	0	0	15	31	0	27	0	0	76	0	100	49	82	10	44	97	0	29	43	9	67	50	0	0	120	0	0	36	34	9	0	0	0	54	0	135	0	0	63	0	35	0	0	0	0	0	0	0	40	0	111	105	0	0	0	0	0	0	14	0	0	91	0	0	0	0
ASV_85	70	0	41	0	29	13	9	0	0	0	0	0	0	0	37	0	0	0	0	0	0	87	0	26	90	0	0	0	0	37	0	107	0	0	71	288	88	0	119	0	45	0	0	0	0	32	0	0	0	0	0	92	0	0	0	50	80	0	7	0	0	0	0	126	32	0	0	0
ASV_86	15	0	0	0	3	8	4	0	129	22	0	0	0	33	4	100	0	93	0	26	5	3	288	0	0	10	0	21	12	3	37	38	0	9	0	29	0	0	0	6	10	0	0	11	0	0	22	7	0	0	9	161	0	0	0	0	0	0	0	14	0	210	0	5	0	0	203	9
ASV_87	48	0	0	0	0	148	0	20	0	7	72	103	62	80	101	0	0	0	0	0	0	280	0	0	0	0	0	0	40	0	0	0	0	0	0	46	12	54	0	0	0	0	0	159	0	0	0	44	0	0	58	52	0	0	24	25	0	0	32	33	0	0	0	46	0	0	0	0
ASV_88	0	152	46	0	0	0	63	0	0	0	126	0	0	0	0	32	0	0	0	0	47	50	0	0	0	0	0	0	0	81	0	0	0	0	50	0	326	0	0	0	0	0	156	0	0	110	0	0	190	0	0	0	0	0	38	0	0	0	0	0	73	0	0	0	0	0	0	0
ASV_89	0	0	0	0	0	0	0	0	0	0	126	0	0	0	448	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	106	0	0	112	0	0	0	0	0	0	22	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
ASV_90	33	0	93	0	0	0	0	0	0	0	0	0	0	20	0	0	57	19	21	0	0	0	0	61	0	12	0	21	0	0	0	0	0	0	0	0	0	0	22	0	0	30	0	144	0	0	209	0	0	24	86	65	19	0	0	44	13	0	60	0	0	118	0	23	0	0	199	88
ASV_91	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	42	434	0	0	23	0	0	0	0	91	119	0	0	0	0	0	65	0	0	366	0	0	0
ASV_92	0	22	0	0	0	0	0	0	112	110	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	125	0	0	0	308	0	0	0	0
ASV_93	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	212	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	54	0	0	0	104	86	246	0	0	0	51	0	0	0	0	0	0	0
ASV_94	0	0	28	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	54	0	12	56	110	0	0	0	0	11	0	72	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	68	0	0	212	43	0	0	0	0	164	0	0	0	0	114	140	0	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	474	0	0	388	0	0
ASV_96	0	0	0	0	0	50	0	13	103	0	50	26	0	0	72	25	0	0	0	20	65	57	15	0	0	0	23	0	11	112	0	0	0	18	74	0	0	0	13	37	0	0	0	0	0	20	0	197	30	0	0	0	0	0	30	0	0	33	0	0	0	0	0	86	32	0	0	0
ASV_97	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV_98	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	25	0	10	29	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	433	0	61	18	9	0	0	0	0	14	0	0	0	126	50	0	245	83
ASV_99	0	0	0	16	0	0	98	0	0	0	0	0	0	0	0	15	0	0	0	54	0	0	0	23	151	0	0	57	0	45	0	6	0	0	0	0	0	0	0	0	0	0	0	66	0	60	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	386	0	0	33	0	0	0
ASV_100	0	0	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	51	32	0	6	7	29	0	32	0	0	0	0	79	100	6	0	89	0	4	0	41	54	0	0	3	0	0	0	6	19	0	33	0	0	0	0	0	28	27	17	10	37	0	0	0	23	0	0	0	0	179	0	26	0	0	36	32	0	7	21	0	42	0	13	27	0	0	20
ASV_102	87	0	0	0	32	80	63	0	0	0	0	79	0	0	131	0	88	50	0	20	37	68	16	0	0	4	0	14	30	0	0	91	0	0	0	0	0	163	0	0	0	0	8	0	0	23	0	29	0	0	0	0	0	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_103	0	16	32	85	68	0	41	0	52	0	0	0	0	0	30	0	0	0	0	0	0	24	0	0	50	0	0	0	51	64	34	0	0	0	104	0	0	30	0	0	0	0	84	0	0	67	0	22	143	0	0	0	0	0	7	19	0	9	0	0	49	0	0	39	0	0	0	0
ASV_104	0	0	0	0	0	0	37	0	0	0	0	4	0	0	110	0	0	0	0	66	37	81	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	392	0	74	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	21	0	0	0
ASV_105	14	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	468	0	0	37	43	0	44	0	0	0	0	0	27	30	0	0	0	0	0	0	0	326
ASV_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	90	0	0	188	0	0	0	97	0	0	0	138	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
ASV_107	0	0	0	146	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
ASV_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
ASV_109	83	0	6	0	0	0	0	9	0	42	0	0	10	0	0	0	17	0	0	0	0	0	0	0	16	15	13	0	0	0	0	0	202	4	0	14	0	4	0	7	0	24	0	21	0	0	100	0	0	52	0	47	46	0	0	0	0	0	13	0	0	82	0	0	0	81	88	51
ASV_110	0	0	0	0	0	37	8	20	0	79	0	38	0	183	14	0	89	0	33	34	0	27	8	15	0	55	45	0	19	0	0	20	0	31	0	0	21	13	0	19	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	26	0	0	0	0
ASV_111	0	0	15	0	0	13	0	0	0	121	0	0	0	0	0	0	55	56	0	0	0	38	0	0	7	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	30	61	21	0	0	0	0	0	0	0	0	220	83	0	0	10	0	46	0	0	0	0	0	20	0	0	0	98
ASV_112	0	0	0	0	0	0	0	31	25	0	70	33	0	13	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	41	35	0	96	0	0	0	25	0	19	0	12	0	9	98	0	54	0	0	0	40	0	0	22	147	0	0	0	0	0	134	0	0	0
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	93	0	0	29	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	285
ASV_114	0	0	0	0	0	0	32	0	0	0	0	0	0	0	7	17	0	0	0	0	0	49	0	0	0	0	0	0	6	64	0	74	0	0	49	0	58	197	0	0	0	67	0	0	0	75	0	0	145	0	0	0	0	0	0	0	0	47	0	0	32	0	0	0	0	0	0	0
ASV_115	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	280	0	0	0	0	140	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	209	0	0	0
ASV_116	0	0	64	0	34	0	32	0	14	0	52	0	0	0	0	32	44	0	0	0	22	0	0	24	14	0	26	0	27	0	19	15	0	7	33	37	11	0	4	0	0	0	15	37	0	33	0	0	0	0	0	40	0	0	13	11	0	85	0	0	59	0	0	67	38	0	0	0
ASV_117	0	0	0	26	14	0	0	0	0	58	0	0	0	0	0	34	0	0	0	0	210	0	199	0	0	0	0	0	0	0	0	0	72	0	10	0	0	0	0	70	0	0	0	0	49	0	0	0	0	0	0	0	0	0	40	0	0	0	88	0	0	38	0	0	0	0	0	0
ASV_118	0	0	0	0	0	58	0	64	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	61	0	0	136	0	0	0	41	0	0	0	0	16	0	43	0	0	17	0	0	0	0	0	0	0	49	0	9	0	0	0	0	79	0	0	0	0
ASV_119	62	0	28	0	0	0	0	11	0	0	26	0	0	40	26	21	0	0	0	13	40	84	0	6	36	0	0	0	128	50	0	30	0	7	0	0	92	0	0	0	0	0	15	0	0	0	0	6	0	6	0	0	0	0	4	19	0	0	11	0	28	33	0	0	66	0	0	0
ASV_120	0	0	0	0	34	38	0	33	37	0	0	0	45	0	54	35	0	71	0	0	20	34	38	0	0	53	0	0	18	31	0	23	0	57	0	0	32	61	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	35	25	13	0	0	0	0	0	68	0	0	0	0
ASV_121	14	13	15	0	0	6	18	16	0	16	20	0	0	12	17	6	0	3	0	0	0	0	0	15	22	0	0	14	0	0	45	0	4	8	30	0	12	11	19	0	9	61	0	15	0	7	0	0	14	19	12	0	46	0	0	0	18	0	140	13	0	0	0	11	11	10	60	100
ASV_122	49	0	0	0	19	0	11	0	0	0	0	30	65	0	18	35	20	147	0	0	7	0	0	0	0	0	0	42	0	0	0	0	0	25	0	0	8	0	0	0	16	0	0	0	0	0	180	0	25	0	0	38	0	0	0	12	0	11	0	66	0	14	0	16	16	0	0	0
ASV_123	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	439	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_124	0	0	26	0	34	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	160	0	0	251	0	0	0	63	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	21	0	0	0	0
ASV_125	0	0	0	0	0	0	0	0	0	29	37	0	0	0	0	55	138	0	0	0	17	0	0	0	52	0	0	0	0	29	33	0	0	0	15	0	0	140	0	0	54	0	0	6	0	24	12	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	168	0	0	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	0	0	0	10	31	0	14	9	0	0	16	0	0	0	54	58	16	0	0	0	0	121	0	0	71	0	0	0	44	34	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	65	0	0	39	0	0	0	16	0	8	0	0	0	0	0	38	0	0	33	142	0	0	0
ASV_128	0	0	0	0	0	0	5	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	10	0	0	0	0	0	0	0
ASV_129	0	25	78	14	28	0	46	0	0	0	0	12	4	0	23	0	19	0	0	9	11	44	22	44	28	0	0	0	6	17	33	0	0	0	57	23	0	47	51	21	0	20	7	0	0	0	0	0	18	0	0	0	0	0	0	45	24	0	0	0	0	0	0	8	38	0	0	0
ASV_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	0	0	18	0	23	0	57	0	0	0	18	0	0	4	52	26	0	0	0	0	17	154	0	0	32	0	0	0	31	0	0	76	0	0	0	0	30	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	7	5	0	0	82	0	0	0
ASV_132	0	246	0	64	24	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	26	0	0	0
ASV_133	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	0	33	0	0	0	0	16	0	63	0	51	0	0	0	5	59	0	0	0	0	0	47	0	0	80	0	0	0	52	69	0	27	0	0	0	0	0	0	66	0	0	0	0	0	0	37	0	0	80	0	0	0	0	0	0	0	0	0	0	0	9	0	0	57	0	0	0	0
ASV_135	0	0	0	0	0	0	0	0	137	0	22	134	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	37	0	43	0	48	50	0	0	0	0	0	16	0	0	14	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
ASV_136	0	48	30	23	28	0	42	0	0	0	0	0	0	14	41	26	0	26	16	0	24	30	0	0	0	4	0	29	0	24	0	0	0	0	44	14	0	14	0	0	0	0	0	19	0	30	19	0	0	0	0	0	15	0	0	29	27	20	22	18	0	11	0	7	21	0	0	21
ASV_137	69	19	0	0	0	0	3	28	0	13	10	0	26	0	0	0	57	44	0	0	0	0	0	0	0	38	0	34	0	0	0	10	0	0	0	0	0	0	8	0	18	21	0	72	0	0	27	0	0	0	0	0	18	0	0	0	15	0	13	14	0	45	0	0	9	0	4	110
ASV_138	0	0	0	76	52	22	0	0	18	0	0	0	0	0	51	23	16	0	0	0	10	37	56	0	0	0	41	0	5	0	0	0	0	126	0	8	0	0	0	0	42	0	26	13	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	27	0	0	0
ASV_139	0	0	0	14	0	0	0	0	0	0	0	0	0	0	24	86	0	0	0	0	0	53	0	0	0	0	0	0	0	86	0	0	0	0	171	0	104	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
ASV_140	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	136	0	0	37	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0
ASV_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	0	29	26	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	10	0	0	41	0	0	0	83	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	28	11	0	0	0	0	0	37	0	87	0	0	0	32	0	75	0	0	28	0	0	37	0	0	27
ASV_143	0	0	0	37	0	162	8	0	11	0	0	52	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	25	0	12	0	0	0	0	0	24	23	0	0	0	0	0	0	0	0	112	0	0	44	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	62	0	0	0
ASV_144	100	0	0	0	0	0	0	0	0	0	0	14	0	0	0	33	167	0	0	0	0	26	0	0	0	0	0	59	50	0	0	53	0	0	0	0	0	0	0	0	0	0	0	68	0	0	37	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	0	0	0	0	0	0	0	42	0	0	59	0	0	88	71	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	15	0	0	0	0	0	0	13	0	0	0	0	160	17	0	0	0
ASV_146	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	66	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	82	0	16	0	0	0	0	0	42	0	0	21	0	0	0	0	0	173
ASV_147	0	0	0	0	0	28	0	0	0	0	0	0	0	49	0	39	0	0	0	15	0	0	0	0	0	15	27	32	0	0	0	0	0	0	0	0	17	0	0	0	38	0	0	88	0	0	45	0	0	0	0	36	0	0	0	0	34	0	0	0	25	0	0	15	0	0	0	113
ASV_148	0	0	0	0	115	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0
ASV_149	0	0	54	0	30	0	0	0	22	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	334	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
ASV_150	0	0	0	26	0	0	25	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	148	0	0	0	0	0	0	0
ASV_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	420
ASV_152	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580
ASV_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_155	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	172	0	0	128	0	0	0	0	0
ASV_156	0	0	0	14	0	0	0	0	0	0	0	0	0	0	120	73	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	52	35	0	0	0	0	30	0	0	0	0	75	0	66	0	0	0	0	0	0	0	0	0	0	0	0
ASV_157	137	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	84	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	29	0	0	0	0	0	43	63	0	0	0	0	24	0	0	0	0	0	0	0
ASV_158	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	21	9	0	0	0	0	0	18	0	43	0	0	0	0	0	0	25	0	0	24	0	0	0	145	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_159	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	7	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	100	0	0	0	0	0	0	0	0	68	0	34	0	0	0	0	113	0	0	0	0	0	0	0	0	0
ASV_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	30	46	0	0	58	0	0	0	0	0	0	27	0	0	0	0	0	0	33	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	74	0	0	0	0
ASV_162	0	43	0	0	0	46	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	19	83	0	0	26	0	24	0	0	0	0	16	0	0	136	0	0	0	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	0	0	0	0
ASV_163	0	0	10	0	15	0	17	0	0	0	0	0	0	0	0	14	0	0	0	0	0	46	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	60	0	31	0	0	0	0	0	0	0	0	0	126	0	0	0
ASV_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_165	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
ASV_166	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	82	0	0
ASV_167	0	0	0	16	55	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	56	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
ASV_168	48	0	0	17	8	12	0	0	0	0	0	0	32	0	0	0	53	0	0	0	13	0	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	43	14	0	0	0	0	0	0	14	0	0	0	0	44	0	0	0	5	11	25	0	8	15	0	0	0	66	65	0	0	0
