	Var1	Freq
1	424	2
2	439	26
3	440	1053
4	441	161
5	442	90
6	443	31
7	444	5
8	445	17
9	446	2
10	447	2
11	459	110
12	460	1723
13	461	73
14	464	7
15	465	153
16	466	5
