	reads.in	reads.out
ZP0371_S67_L001_R1_001.fastq.gz	53769	13409
ZP0395_S52_L001_R1_001.fastq.gz	38391	23555
ZP0396_S50_L001_R1_001.fastq.gz	34090	19836
ZP0399_S68_L001_R1_001.fastq.gz	43460	10138
ZP0458_S45_L001_R1_001.fastq.gz	32885	19741
