#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	9.10175
d__Bacteria	90.7047415062996
d__Bacteria;p__Bacillota_A	51.753697909498385
d__Bacteria;p__Bacteroidota	22.021408953559106
d__Bacteria;p__Bacillota_I	6.135958817876142
d__Bacteria;p__Pseudomonadota	3.995423299555343
d__Bacteria;p__Cyanobacteriota	1.6106623747100082
d__Bacteria;p__Verrucomicrobiota	2.168086776589962
d__Bacteria;p__Bacillota_C	1.4314655731533352
d__Bacteria;p__Actinomycetota	1.0294680815816675
d__Bacteria;p__Desulfobacterota	0.3029002241185458
d__Bacteria;p__Bacillota_B	0.22226439036541373
d__Bacteria;p__Bacillota	0.026469569145431245
d__Bacteria;p__Patescibacteria	0.003899534740175139
d__Bacteria;p__Bacillota_G	0.003036001406103721
d__Bacteria;p__Bacillota_A;c__Clostridia	51.753697909498385
d__Bacteria;p__Bacteroidota;c__Bacteroidia	22.021408953559106
d__Bacteria;p__Bacillota_I;c__Bacilli_A	6.135958817876142
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	3.390286408511801
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia	1.6106623747100082
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	1.452281271416741
d__Bacteria;p__Bacillota_C;c__Negativicutes	1.4314655731533352
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria	0.715805505173221
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.605136891043542
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.7328852855386967
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.3029002241185458
d__Bacteria;p__Bacillota_B;c__Peptococcia	0.2221098633477378
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	0.2965827960429707
d__Bacteria;p__Bacillota;c__Bacilli	0.026469569145431245
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.003899534740175139
d__Bacteria;p__Bacillota_G;c__DTU025	0.003036001406103721
d__Bacteria;p__Bacillota_B;c__Dehalobacteriia	0.0001545270176759379
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	25.828736513304563
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	21.68158586204058
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	17.198811618209042
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28	3.1029570538802482
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20	2.714376143372679
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32	3.390286408511801
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales	1.6106623747100082
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	1.452281271416741
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	1.4314655731533352
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	7.263687903050567
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales	0.715805505173221
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.6044642440254232
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77	1.244833295099079
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.7328852855386967
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	0.3398230915185258
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39	0.30119133709954127
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.3029002241185458
d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales	0.2221098633477378
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	0.2965827960429707
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.051757461096870024
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.15100016574309882
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	0.026469569145431245
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.017434283523673464
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales	0.013116616853316375
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.003899534740175139
d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25	0.003036001406103721
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1840	0.0017543361418503537
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales	0.0006726470181187884
d__Bacteria;p__Bacillota_B;c__Dehalobacteriia;o__UBA4068	0.0001545270176759379
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	12.002804289557352
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272	5.95785279526777
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	12.77591204881464
