#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/haig/miniconda3/envs/metagenomics/bin/metaphlan /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595305_1.fq.gz,/mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595305_2.fq.gz --input_type fastq --nproc 26 -o /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595305_profile.txt --bowtie2db /home/haig/miniconda3/envs/metagenomics/lib/python3.9/site-packages/metaphlan/metaphlan_databases --index mpa_vJun23_CHOCOPhlAnSGB_202403 --bowtie2out /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595305_bowtie2.sam
#14354917 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.76343	
k__Archaea	2157	0.23657	
k__Bacteria|p__Firmicutes	2|1239	87.59929	
k__Bacteria|p__Bacteroidota	2|976	9.10055	
k__Bacteria|p__Actinobacteria	2|201174	2.60954	
k__Bacteria|p__Proteobacteria	2|1224	0.35052	
k__Archaea|p__Euryarchaeota	2157|28890	0.23657	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.10353	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	75.45466	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	9.09252	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.25042	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.14975	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.80657	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.78068	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.74453	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.71171	
k__Bacteria|p__Firmicutes|c__CFGB1778	2|1239|	0.68743	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.674	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.67265	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.62198	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.51287	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.4096	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.30859	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.28762	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.28201	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.26241	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.23657	
k__Bacteria|p__Firmicutes|c__CFGB10290	2|1239|	0.23206	
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.18746	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.17778	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.17159	
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.13363	
k__Bacteria|p__Firmicutes|c__CFGB1780	2|1239|	0.13196	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.11163	
k__Bacteria|p__Firmicutes|c__CFGB75721	2|1239|	0.10509	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.10353	
k__Bacteria|p__Firmicutes|c__CFGB10309	2|1239|	0.09977	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.09479	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.09156	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.08413	
k__Bacteria|p__Firmicutes|c__CFGB16911	2|1239|	0.04853	
k__Bacteria|p__Firmicutes|c__CFGB1262	2|1239|	0.04766	
k__Bacteria|p__Firmicutes|c__CFGB10341	2|1239|	0.04461	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.03661	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	0.02653	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.0238	
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.0233	
k__Bacteria|p__Firmicutes|c__CFGB2947	2|1239|	0.02141	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.02131	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.01306	
k__Bacteria|p__Bacteroidota|c__CFGB4405	2|976|	0.00804	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	0.00465	
k__Bacteria|p__Firmicutes|c__CFGB1374	2|1239|	0.00402	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.00271	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.00129	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00088	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	75.45466	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	9.09252	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.25042	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.61476	
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	2|1239||	0.80657	
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	2|1239||	0.78068	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.71171	
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778	2|1239||	0.68743	
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355	2|1239||	0.674	
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	2|1239||	0.67265	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.62198	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.59566	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.53499	
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.51287	
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062	2|1239||	0.4096	
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477	2|1239||	0.30859	
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.28762	
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107	2|201174||	0.28201	
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984	2|1239||	0.26241	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.23657	
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290	2|1239||	0.23206	
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.18746	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.17159	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.14888	
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291	2|1239||	0.13363	
k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780	2|1239||	0.13196	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.128	
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473	2|1239||	0.11163	
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	2|1239||	0.10509	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107	2|1798710||	0.10353	
k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309	2|1239||	0.09977	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.09479	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.09156	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.08413	
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911	2|1239||	0.04853	
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	2|1239||	0.04766	
k__Bacteria|p__Firmicutes|c__CFGB10341|o__OFGB10341	2|1239||	0.04461	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.04446	
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.03661	
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806	2|1239||	0.02653	
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960	2|1239||	0.0238	
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069	2|1239||	0.0233	
k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947	2|1239||	0.02141	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.02131	
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	2|1239||	0.01306	
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405	2|976||	0.00804	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	0.00532	
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899	2|1239||	0.00465	
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374	2|1239||	0.00402	
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120	2|1239||	0.00271	
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.00129	
