#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/haig/miniconda3/envs/metagenomics/bin/metaphlan /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595303_1.fq.gz,/mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595303_2.fq.gz --input_type fastq --nproc 26 -o /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595303_profile.txt --bowtie2db /home/haig/miniconda3/envs/metagenomics/lib/python3.9/site-packages/metaphlan/metaphlan_databases --index mpa_vJun23_CHOCOPhlAnSGB_202403 --bowtie2out /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595303_bowtie2.sam
#26105386 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.94781	
k__Archaea	2157	0.05219	
k__Bacteria|p__Bacteroidota	2|976	40.76394	
k__Bacteria|p__Firmicutes	2|1239	29.46351	
k__Bacteria|p__Actinobacteria	2|201174	28.60331	
k__Bacteria|p__Proteobacteria	2|1224	1.11705	
k__Archaea|p__Euryarchaeota	2157|28890	0.05219	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	38.75077	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	23.7177	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	14.59011	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	6.51302	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	4.88561	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	3.34969	
k__Bacteria|p__Bacteroidota|c__CFGB629	2|976|	2.00916	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.10272	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	1.07929	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.91081	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.72532	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.44414	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.27958	
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.25778	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.18326	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.16277	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.15977	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.13701	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.12659	
k__Bacteria|p__Firmicutes|c__CFGB3026	2|1239|	0.10407	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.06155	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.05219	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.05185	
k__Bacteria|p__Firmicutes|c__CFGB1298	2|1239|	0.04361	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.04055	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.03619	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.03488	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.03346	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.03132	
k__Bacteria|p__Firmicutes|c__CFGB79363	2|1239|	0.02571	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.01508	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.01311	
k__Bacteria|p__Firmicutes|c__CFGB4605	2|1239|	0.01117	
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.00895	
k__Bacteria|p__Firmicutes|c__CFGB9238	2|1239|	0.00867	
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.00683	
k__Bacteria|p__Firmicutes|c__CFGB3072	2|1239|	0.00588	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00574	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.00488	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.00365	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.00337	
k__Bacteria|p__Bacteroidota|c__CFGB4405	2|976|	0.00296	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.00288	
k__Bacteria|p__Firmicutes|c__CFGB16911	2|1239|	0.00232	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00171	
k__Bacteria|p__Bacteroidota|c__CFGB618	2|976|	0.00105	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.00084	
k__Bacteria|p__Firmicutes|c__CFGB1374	2|1239|	0.00042	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	38.75077	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	23.7177	
