#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/haig/miniconda3/envs/metagenomics/bin/metaphlan /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595311_1.fq.gz,/mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595311_2.fq.gz --input_type fastq --nproc 26 -o /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595311_profile.txt --bowtie2db /home/haig/miniconda3/envs/metagenomics/lib/python3.9/site-packages/metaphlan/metaphlan_databases --index mpa_vJun23_CHOCOPhlAnSGB_202403 --bowtie2out /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595311_bowtie2.sam
#12275616 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.93972	
k__Archaea	2157	0.03054	
k__Eukaryota	2759	0.02974	
k__Bacteria|p__Firmicutes	2|1239	57.31221	
k__Bacteria|p__Actinobacteria	2|201174	33.05664	
k__Bacteria|p__Bacteroidota	2|976	5.25089	
k__Bacteria|p__Proteobacteria	2|1224	4.24603	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.07394	
k__Archaea|p__Euryarchaeota	2157|28890	0.03054	
k__Eukaryota|p__Ascomycota	2759|4890	0.02974	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	37.6144	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	28.20197	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	8.28562	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	8.02811	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	5.12874	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	4.58833	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	4.15169	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	2.43502	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.53759	
