#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/haig/miniconda3/envs/metagenomics/bin/metaphlan /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595279_1.fq.gz,/mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/host_removed_fastqs/SRR15595279_2.fq.gz --input_type fastq --nproc 26 -o /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595279_profile.txt --bowtie2db /home/haig/miniconda3/envs/metagenomics/lib/python3.9/site-packages/metaphlan/metaphlan_databases --index mpa_vJun23_CHOCOPhlAnSGB_202403 --bowtie2out /mnt/b/CMR_v1/SG_datasets/SG_80_Mouzan/metaphlan_outputs/SRR15595279_bowtie2.sam
#44005889 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.3329	
k__Archaea	2157	0.6671	
k__Bacteria|p__Firmicutes	2|1239	59.32232	
k__Bacteria|p__Bacteroidota	2|976	27.8996	
k__Bacteria|p__Actinobacteria	2|201174	8.17451	
k__Bacteria|p__Proteobacteria	2|1224	3.77321	
k__Archaea|p__Euryarchaeota	2157|28890	0.6671	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.11267	
k__Bacteria|p__Tenericutes	2|544448	0.05059	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	35.2065	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	15.619	
k__Bacteria|p__Bacteroidota|c__CFGB658	2|976|	10.14232	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	6.58784	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	5.0282	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.81145	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	3.65769	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.28773	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	3.06906	
k__Bacteria|p__Bacteroidota|c__CFGB4405	2|976|	2.13591	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	1.95386	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.56261	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.8937	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.75243	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.69532	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.67099	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.6671	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.56058	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.32342	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.2726	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.26114	
k__Bacteria|p__Firmicutes|c__CFGB3026	2|1239|	0.22962	
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.20323	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.20288	
k__Bacteria|p__Firmicutes|c__CFGB2837	2|1239|	0.19365	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.14833	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.1214	
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.12086	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.11267	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.10521	
k__Bacteria|p__Firmicutes|c__CFGB45555	2|1239|	0.10176	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.09654	
k__Bacteria|p__Firmicutes|c__CFGB1298	2|1239|	0.08693	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.08628	
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.08144	
k__Bacteria|p__Firmicutes|c__CFGB78342	2|1239|	0.07935	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.07896	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.06985	
k__Bacteria|p__Firmicutes|c__CFGB2889	2|1239|	0.06494	
k__Bacteria|p__Firmicutes|c__CFGB3072	2|1239|	0.06472	
k__Bacteria|p__Firmicutes|c__CFGB2839	2|1239|	0.06337	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.05994	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.05059	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.05059	
k__Bacteria|p__Firmicutes|c__CFGB79363	2|1239|	0.05039	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.04567	
k__Bacteria|p__Firmicutes|c__CFGB2921	2|1239|	0.02837	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.02817	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.02709	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.02219	
k__Bacteria|p__Firmicutes|c__CFGB16911	2|1239|	0.02072	
k__Bacteria|p__Firmicutes|c__CFGB2952	2|1239|	0.01624	
k__Bacteria|p__Firmicutes|c__CFGB1262	2|1239|	0.01502	
k__Bacteria|p__Firmicutes|c__CFGB52309	2|1239|	0.01326	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.01192	
k__Bacteria|p__Firmicutes|c__CFGB2861	2|1239|	0.00985	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.00795	
k__Bacteria|p__Firmicutes|c__CFGB2954	2|1239|	0.00781	
k__Bacteria|p__Firmicutes|c__CFGB10318	2|1239|	0.0077	
k__Bacteria|p__Firmicutes|c__CFGB1347	2|1239|	0.00735	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.00625	
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.00549	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.00505	
k__Bacteria|p__Firmicutes|c__CFGB2932	2|1239|	0.0049	
k__Bacteria|p__Firmicutes|c__CFGB78291	2|1239|	0.00469	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00389	
k__Bacteria|p__Firmicutes|c__CFGB4623	2|1239|	0.00331	
k__Bacteria|p__Firmicutes|c__CFGB79237	2|1239|	0.00266	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.00239	
k__Bacteria|p__Bacteroidota|c__CFGB618	2|976|	0.00238	
k__Bacteria|p__Actinobacteria|c__CFGB77988	2|201174|	0.00188	
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.00172	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	0.00127	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.00077	
k__Bacteria|p__Firmicutes|c__CFGB1374	2|1239|	0.00051	
k__Bacteria|p__Firmicutes|c__CFGB45628	2|1239|	0.00051	
k__Bacteria|p__Firmicutes|c__CFGB2950	2|1239|	0.00012	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	35.2065	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	15.619	
k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658	2|976||	10.14232	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	6.52858	
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806	2|1239||	5.0282	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	3.81129	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.28773	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	3.12111	
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062	2|1239||	3.06906	
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405	2|976||	2.13591	
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	2|1239||	1.95386	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.435	
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477	2|1239||	0.8937	
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355	2|1239||	0.75243	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.69532	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.67099	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.6671	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.56058	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.47014	
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984	2|1239||	0.32342	
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.2726	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.26114	
k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026	2|1239||	0.22962	
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069	2|1239||	0.20323	
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251	2|1239||	0.20288	
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837	2|1239||	0.19365	
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201	2|1239||	0.14833	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.1276	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.1214	
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.12086	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107	2|1798710||	0.11267	
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226	2|1239||	0.10521	
