#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	21.61057
d__Bacteria	78.3894098591987
d__Bacteria;p__Bacillota_A	39.507290602871024
d__Bacteria;p__Verrucomicrobiota	7.536375049020344
d__Bacteria;p__Pseudomonadota	9.116313920720268
d__Bacteria;p__Bacillota_I	4.806620083542475
d__Bacteria;p__Actinomycetota	9.012244119377238
d__Bacteria;p__Bacillota	2.3375256358605165
d__Bacteria;p__Bacteroidota	5.9529321699989115
d__Bacteria;p__Bacillota_C	0.1073699961581437
d__Bacteria;p__Patescibacteria	0.012738281649776119
d__Bacteria;p__Bacillota_A;c__Clostridia	39.507290602871024
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	7.536375049020344
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	9.107299136783503
d__Bacteria;p__Bacillota_I;c__Bacilli_A	4.806620083542475
d__Bacteria;p__Actinomycetota;c__Actinomycetes	8.61949741955134
d__Bacteria;p__Bacillota;c__Bacilli	2.3375256358605165
d__Bacteria;p__Bacteroidota;c__Bacteroidia	5.9529321699989115
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	0.39274669982589727
d__Bacteria;p__Bacillota_C;c__Negativicutes	0.1073699961581437
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.012738281649776119
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	0.009014783936764637
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	31.18037387519429
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	7.536375049020344
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales	9.104108687164143
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	4.806620083542475
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	8.61949741955134
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	7.436428531460562
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	2.3375256358605165
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	5.9529321699989115
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.6380585681016473
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	0.39274669982589727
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales	0.13144338874058215
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	0.09896664974056832
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.09362049091893918
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales	0.0209534934460625
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	0.012738281649776119
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32	0.009014783936764637
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales	0.008403346417575383
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.006412255008933455
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales	0.001849990442675178
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.001340459176684133
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	31.131874337614498
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	7.536375049020344
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae	9.078224498851798
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae	4.7760168518127974
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	8.599280786705325
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	3.891815487524707
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	2.887897792556382
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	1.4807056979125297
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1.2603765395554483
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	3.030676292229626
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	1.2876247038721385
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.8337734468400844
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381	0.6380585681016473
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.6206639545749683
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.39274669982589727
