#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	34.87451
d__Bacteria	64.99490391389672
d__Archaea	0.13057661457490857
d__Bacteria;p__Bacillota_A	50.770030798192
d__Bacteria;p__Bacteroidota	8.675490734708859
d__Bacteria;p__Actinomycetota	3.6480826719955077
d__Bacteria;p__Bacillota_I	1.102776494891962
d__Bacteria;p__Bacillota_C	0.6281679480709629
d__Archaea;p__Methanobacteriota	0.13057661457490857
d__Bacteria;p__Desulfobacterota	0.1019083723126269
d__Bacteria;p__Bacillota	0.04571809647460639
d__Bacteria;p__Pseudomonadota	0.014177819946612267
d__Bacteria;p__Verrucomicrobiota	0.008550977303583788
d__Bacteria;p__Bacillota_A;c__Clostridia	50.770030798192
d__Bacteria;p__Bacteroidota;c__Bacteroidia	8.675490734708859
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	1.844907544132318
d__Bacteria;p__Actinomycetota;c__Actinomycetes	1.8031751278631898
d__Bacteria;p__Bacillota_I;c__Bacilli_A	1.102776494891962
d__Bacteria;p__Bacillota_C;c__Negativicutes	0.6281679480709629
d__Archaea;p__Methanobacteriota;c__Methanobacteria	0.13057661457490857
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.1019083723126269
d__Bacteria;p__Bacillota;c__Bacilli	0.04571809647460639
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.014177819946612267
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.008550977303583788
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	5.728256061590099
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	18.930912917928616
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	8.675490734708859
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	23.463588656312922
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	1.844907544132318
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77	1.9014234474381062
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	1.8031751278631898
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39	0.9810113595948516
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	0.6256410789210843
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.3514106506657103
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales	0.3432764765208694
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales	0.13057661457490857
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.1019083723126269
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.12067102700541052
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	0.04571809647460639
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales	0.032888374244553036
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.014177819946612267
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.01827421349113184
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.008550977303583788
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales	0.00252686914987853
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20	0.001094108291699982
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae	5.689441267432171
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	18.930912917928616
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	7.394830466724675
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	15.257978357593075
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	4.92864525173936
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	1.6162714739137984
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	1.9014234474381062
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	1.8028950882409094
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	3.0431840627712363
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660	0.9810113595948516
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	0.6256410789210843
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1.0802365615730716
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381	0.3514106506657103
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.3432764765208694
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0.13484233440266744
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.13057661457490857
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272	0.10835579617443036
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.1019083723126269
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.12542518803482114
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae	0.08681228290690929
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	0.05193758110897236
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.04571809647460639
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.04621305022561352
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.17563694356462392
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138	0.038814794157927934
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae	0.032888374244553036
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae	0.03385874409850123
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.019368321782831825
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.014177819946612267
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae	0.01827421349113184
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	0.008550977303583788
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	0.00252686914987853
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826	0.001094108291699982
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124	0.0010615455449231967
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae	0.0002800396222803525
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524	5.50392478649547
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	5.234748096539854
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola	6.618925336527438
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	6.9672685764467746
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	5.524589105600017
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	9.464577264801338
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	3.4054576457616816
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	2.9389572228881016
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1.6155811436821306
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273	1.6583295176506943
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	1.8028950882409094
