	Var1	Freq
1	265	3
2	534	1
3	535	5
4	536	3
5	537	6
6	538	4
7	540	35
8	541	393
9	542	639
10	543	993
11	544	6610
12	545	4735
13	546	1260
14	547	3069
15	548	1559
16	549	5865
17	550	2255
18	551	372
19	552	176
20	553	329
21	554	275
