Dataset_ID	Num_SGBs_Min	Num_SGBs_Mean	Num_SGBs_Median	Num_SGBs_Max	Num_SGBs_SD
SG_118_Leonard	25.0	99.88135593220339	95.5	236.0	47.010122476332164
SG_132_Francavilla	86.0	288.8636363636364	291.5	525.0	90.91525898575502
SG_39_Judith	105.0	204.46153846153845	195.0	373.0	58.50364188117117
SG_80_Mouzan_Duodenal	0.0	0.325	0.0	5.0	0.9710554659486338
SG_80_Mouzan_Stool	61.0	186.575	181.0	331.0	66.08304313319408
SG_95_Costigan	35.0	186.89473684210526	163.0	567.0	102.03602552000628
