#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	6.00882
d__Bacteria	93.99118321482214
d__Bacteria;p__Bacteroidota	55.638955022017846
d__Bacteria;p__Bacillota_A	34.261365333680686
d__Bacteria;p__Bacillota_C	1.0994430674187385
d__Bacteria;p__Pseudomonadota	2.3553438584168704
d__Bacteria;p__Actinomycetota	0.4265507876655057
d__Bacteria;p__Bacillota_I	0.1689491518286427
d__Bacteria;p__Verrucomicrobiota	0.01275460356225136
d__Bacteria;p__Desulfobacterota	0.02062166559733197
d__Bacteria;p__Bacillota	0.007199724634255372
d__Bacteria;p__Bacteroidota;c__Bacteroidia	55.638955022017846
d__Bacteria;p__Bacillota_A;c__Clostridia	34.261365333680686
d__Bacteria;p__Bacillota_C;c__Negativicutes	1.0994430674187385
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	1.1613550598023419
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	1.1939887986145283
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.15086524817811098
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	0.2756855394873947
d__Bacteria;p__Bacillota_I;c__Bacilli_A	0.1689491518286427
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.01275460356225136
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.02062166559733197
d__Bacteria;p__Bacillota;c__Bacilli	0.007199724634255372
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	55.638955022017846
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	15.131424406032824
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	17.56768527407933
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales	1.0994430674187385
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.9164704310544444
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32	1.1939887986145283
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.8790525410166238
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales	0.24488462874789751
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.23306993701779438
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.28236831261396855
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.15086524817811098
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	0.2756855394873947
